"","Z","Y","C"
"165",47,5,0
"166",48,5,1
"167",48,18,0
"168",48,18,0
"169",32,18,0
"170",48,18,0
"171",25,18,0
"172",48,18,0
"173",43,18,0
"174",48,17,0
"175",46,17,0
"176",25,17,0
"177",31,17,0
"178",21,17,0
"179",48,17,0
"180",36,17,0
"181",48,17,0
"182",40,17,0
"183",34,17,0
"184",18,17,0
"185",45,17,0
"186",33,17,0
"187",27,17,0
"188",22,17,0
"189",48,17,0
"190",35,17,0
"191",32,17,0
"192",47,17,0
"193",48,17,0
"194",24,13,0
"195",42,13,0
"196",32,13,0
"197",22,14,0
"198",48,13,0
"199",19,13,0
"200",31,13,0
"201",36,13,0
"202",39,13,0
"203",48,13,0
"204",40,13,0
"205",36,13,0
"206",48,13,0
"207",28,13,0
"208",19,13,0
"209",48,13,0
"210",38,13,0
"211",32,13,0
"212",23,13,0
"213",22,13,0
"214",48,13,0
"215",22,13,0
"216",48,13,0
"217",15,13,0
"218",48,12,0
"219",25,12,0
"220",48,12,0
"221",28,12,0
"222",40,12,0
"223",18,12,0
"224",16,12,0
"225",48,12,0
"226",48,19,0
"227",48,19,0
"228",21,19,0
"229",42,19,0
"230",47,19,0
"231",43,19,0
"232",40,19,0
"233",48,19,0
"234",48,19,0
"235",31,19,0
"236",29,19,0
"237",48,6,1
"238",44,6,0
"239",24,6,0
"240",48,6,1
"241",47,6,0
"242",23,6,0
"243",25,6,0
"244",23,6,0
"245",48,6,1
"246",40,7,0
"247",48,6,0
"248",11,6,0
"249",29,6,0
"250",48,6,1
"251",48,6,1
"252",35,7,0
"253",48,6,1
"254",48,6,1
"255",36,6,0
"256",11,6,0
"257",15,6,0
"258",48,6,1
"259",22,6,0
"260",9,6,0
"261",33,6,0
"262",45,6,0
"263",9,6,0
"264",48,6,1
"265",42,6,0
"266",7,6,0
"267",24,6,0
"268",25,6,0
"269",48,7,1
"270",48,7,0
"271",28,7,0
"272",33,7,0
"273",48,7,1
"274",18,7,0
"275",10,7,0
"276",41,7,0
"277",16,7,0
"278",48,7,0
"279",21,7,0
"280",16,7,0
"281",48,7,0
"282",13,7,0
"283",35,7,0
"284",48,7,1
"285",48,7,0
"286",27,7,0
"287",48,7,0
"288",22,7,0
"289",30,7,0
"290",27,7,0
"291",46,7,0
"292",48,7,1
"293",11,7,0
"294",33,7,0
"295",48,7,1
"296",35,7,0
"297",48,7,1
"298",10,7,0
"299",48,7,0
"300",22,7,0
"301",32,7,0
"302",46,7,0
"303",30,7,0
"304",12,7,0
"305",48,7,0
"306",46,7,0
"307",48,7,1
"308",48,7,1
"309",42,7,0
"310",27,7,0
"311",17,7,0
"312",34,7,0
"313",39,7,0
"314",28,7,0
"315",11,7,0
"316",42,7,0
"317",14,7,0
"318",48,7,0
"319",38,7,0
"320",37,7,0
"321",48,8,0
"322",20,8,0
"323",17,8,0
"324",29,8,0
"325",31,19,0
"326",48,19,0
"327",40,19,0
"328",48,19,0
"329",48,19,0
"330",47,19,0
"331",48,19,0
"332",48,19,0
"333",38,19,0
"334",48,19,0
"335",48,19,0
"336",46,19,0
"337",48,19,0
"338",48,19,0
"339",26,19,0
"340",27,19,0
"341",28,19,0
"342",48,18,0
"343",48,19,0
"344",48,19,0
"345",33,19,0
"346",29,19,0
"347",47,19,0
"348",48,19,0
"349",26,19,0
"350",47,19,0
"351",23,19,0
"352",33,19,0
"353",48,19,0
"354",44,19,0
"355",20,19,0
"356",35,19,0
"357",47,19,0
"358",48,18,0
"359",28,19,0
"360",48,19,0
"361",48,18,0
"362",31,18,0
"363",48,18,0
"364",40,18,0
"365",48,18,0
"366",48,18,0
"367",48,18,0
"368",21,18,0
"369",48,18,0
"370",48,18,0
"371",48,18,0
"372",48,17,0
"373",48,16,0
"374",48,17,0
"375",48,16,0
"376",48,16,0
"377",32,16,0
"378",22,16,0
"379",32,16,0
"380",37,16,0
"381",48,16,0
"382",21,16,0
"383",21,16,0
"384",47,16,0
"385",27,16,0
"386",34,16,0
"387",48,16,0
"388",23,16,0
"389",48,16,0
"390",48,16,0
"391",17,16,0
"392",40,16,0
"393",32,16,0
"394",38,16,0
"395",48,16,0
"396",48,16,0
"397",32,16,0
"398",28,16,0
"399",48,16,0
"400",48,16,0
"401",48,16,0
"402",24,16,0
"403",48,16,0
"404",30,16,0
"405",48,15,0
"406",48,15,0
"407",19,15,0
"408",34,15,0
"409",21,15,0
"410",23,15,0
"411",35,15,0
"412",48,16,0
"413",48,15,0
"414",48,15,0
"415",48,15,0
"416",26,15,0
"417",25,15,0
"418",46,15,0
"419",48,15,0
"420",48,15,0
"421",24,15,0
"422",38,15,0
"423",40,15,0
"424",48,15,0
"425",48,15,0
"426",22,15,0
"427",48,15,0
"428",48,15,0
"429",48,15,0
"430",29,15,0
"431",17,15,0
"432",48,15,0
"433",48,15,0
"434",19,15,0
"435",48,15,0
"436",48,15,0
"437",48,14,0
"438",43,14,0
"439",48,14,0
"440",48,14,0
"441",34,14,0
"442",37,14,0
"443",40,14,0
"444",47,14,0
"445",35,14,0
"446",37,14,0
"447",48,14,0
"448",48,14,0
"449",48,14,0
"450",28,14,0
"451",48,14,0
"452",22,14,0
"453",23,14,0
"454",48,14,0
"455",48,14,0
"456",48,14,0
"457",34,14,0
"458",31,14,0
"459",20,14,0
"460",35,14,0
"461",26,14,0
"462",48,14,0
"463",48,14,0
"464",48,14,0
"465",48,14,0
"466",48,14,0
"467",48,14,0
"468",48,14,0
"469",48,14,0
"470",48,14,0
"471",15,14,0
"472",48,14,0
"473",48,14,0
"474",48,13,0
"475",32,13,0
"476",38,13,0
"477",34,13,0
"478",30,13,0
"479",48,13,0
"480",14,13,0
"481",18,13,0
"482",20,13,0
"483",20,13,0
"484",48,13,0
"485",41,13,0
"486",19,12,0
"487",48,12,0
"488",24,12,0
"489",48,12,0
"490",41,12,0
"491",25,12,0
"492",37,12,0
"493",36,12,0
"494",48,12,0
"495",39,12,0
"496",43,12,0
"497",35,12,0
"498",39,12,0
"499",23,12,0
"500",37,12,0
"501",44,12,0
"502",38,12,0
"503",38,12,0
"504",48,12,0
"505",48,12,0
"506",48,11,0
"507",30,11,0
"508",38,11,0
"509",40,11,0
"510",44,11,0
"511",19,11,0
"512",23,11,0
"513",44,11,0
"514",48,11,0
"515",34,11,0
"516",48,11,0
"517",44,11,0
"518",48,11,0
"519",34,11,0
"520",48,11,0
"521",48,11,0
"522",48,11,0
"523",45,11,0
"524",48,11,0
"525",34,11,0
"526",14,11,0
"527",48,11,0
"528",27,11,0
"529",25,11,0
"530",35,11,0
"531",25,11,0
"532",48,11,0
"533",48,11,0
"534",48,10,0
"535",37,10,0
"536",24,11,0
"537",22,10,0
"538",46,10,0
"539",42,10,0
"540",13,10,0
"541",36,10,0
"542",29,10,0
"543",27,11,0
"544",13,10,0
"545",48,11,0
"546",31,10,0
"547",48,10,0
"548",37,10,0
"549",48,11,0
"550",40,10,0
"551",47,10,0
"552",48,10,0
"553",31,10,0
"554",12,10,0
"555",48,10,0
"556",32,10,0
"557",43,10,0
"558",48,10,0
"559",26,10,0
"560",25,10,0
"561",36,10,0
"562",37,10,0
"563",11,10,0
"564",48,10,0
"565",29,10,0
"566",48,10,0
"567",30,10,0
"568",48,10,0
"569",48,10,0
"570",26,10,0
"571",32,10,0
"572",42,10,0
"573",48,10,0
"574",26,10,0
"575",48,10,0
"576",24,9,0
"577",23,9,0
"578",47,9,0
"579",45,9,0
"580",48,9,0
"581",20,9,0
"582",22,9,0
"583",23,9,0
"584",14,9,0
"585",48,9,0
"586",48,9,0
"587",21,9,0
"588",16,9,0
"589",48,9,0
"590",48,9,0
"591",42,9,0
"592",48,9,0
"593",48,9,0
"594",35,9,0
"595",26,9,0
"596",48,9,0
"597",46,9,0
"598",44,9,0
"599",22,9,0
"600",48,9,0
"601",27,9,0
"602",48,9,0
"603",12,9,0
"604",27,9,0
"605",19,9,0
"606",35,9,0
"607",48,9,0
"608",48,9,0
"609",31,9,0
"610",48,9,0
"611",15,9,0
"612",26,9,0
"613",33,9,0
"614",47,9,0
"615",23,9,0
"616",28,9,0
"617",22,9,0
"618",48,9,0
"619",48,9,0
"620",35,9,0
"621",16,9,0
"622",20,9,0
"623",11,9,0
"624",47,9,0
"625",23,9,0
"626",43,9,0
"627",41,9,0
"628",16,9,0
"629",46,9,0
"630",48,9,0
"631",48,9,0
"632",48,9,0
"633",11,9,0
"634",40,9,0
"635",24,8,0
"636",38,9,0
"637",15,9,0
"638",21,8,0
"639",47,8,0
"640",12,8,0
"641",38,8,0
"642",34,8,0
"643",33,8,0
"644",27,8,0
"645",48,8,0
"646",48,8,0
"647",22,8,0
"648",48,9,0
"649",48,8,1
"650",22,8,0
"651",48,8,0
"652",26,8,0
"653",48,8,0
"654",48,8,0
"655",48,8,0
"656",48,8,0
"657",45,8,0
"658",48,8,0
"659",27,8,0
"660",46,8,0
"661",48,8,0
"662",42,8,0
"663",48,8,0
"664",48,8,0
"665",43,8,0
"666",48,8,0
"667",38,8,0
"668",48,8,0
"669",31,8,0
"670",15,8,0
"671",43,8,0
"672",48,8,0
"673",25,8,0
"674",29,8,0
"675",45,8,0
"676",48,8,0
"677",24,8,0
"678",37,6,0
"679",48,6,0
"680",28,6,0
"681",48,6,1
"682",25,6,0
"683",41,6,0
"684",9,6,0
"685",10,5,0
"686",24,6,0
"687",8,5,0
"688",30,5,0
"689",19,5,0
"690",17,5,0
"691",48,5,0
"692",14,5,0
