"","Z","Y","C"
"1496",52,9,1
"1497",46,9,0
"1498",43,9,0
"1499",52,9,1
"1500",52,9,1
"1501",51,8,1
"1502",15,9,0
"1503",51,8,1
"1504",15,9,0
"1505",23,8,0
"1506",51,8,1
"1507",15,8,0
"1508",30,8,0
"1509",44,8,0
"1510",45,9,0
"1511",17,8,0
"1512",21,8,0
"1513",50,8,0
"1514",43,8,0
"1515",26,8,0
"1516",18,8,0
"1517",51,8,1
"1518",23,8,0
"1519",51,8,1
"1520",48,8,0
"1521",20,8,0
"1522",9,8,0
"1523",17,8,0
"1524",32,8,0
"1525",51,8,1
"1526",47,8,0
"1527",32,8,0
"1528",18,8,0
"1529",43,8,0
"1530",45,8,0
"1531",22,8,0
"1532",51,8,1
"1533",44,8,0
"1534",50,7,1
"1535",45,10,0
"1536",53,10,1
"1537",11,10,0
"1538",54,11,1
"1539",53,10,1
"1540",53,10,1
"1541",53,10,1
"1542",38,10,0
"1543",46,10,0
"1544",46,10,0
"1545",39,10,0
"1546",53,10,0
"1547",16,10,0
"1548",53,10,1
"1549",53,11,0
"1550",53,10,1
"1551",53,10,1
"1552",53,10,1
"1553",53,10,1
"1554",53,10,1
"1555",53,10,1
"1556",16,10,0
"1557",53,10,1
"1558",49,10,0
"1559",28,10,0
"1560",53,10,1
"1561",36,10,0
"1562",53,10,1
"1563",48,9,0
"1564",36,9,0
"1565",46,9,0
"1566",30,9,0
"1567",47,10,0
"1568",32,9,0
"1569",46,10,0
"1570",52,9,1
"1571",49,9,0
"1572",49,9,0
"1573",52,9,1
"1574",52,9,1
"1575",53,10,1
"1576",52,9,1
"1577",34,9,0
"1578",44,9,0
"1579",22,9,0
"1580",21,9,0
"1581",52,9,1
"1582",52,9,1
"1583",52,9,1
"1584",28,9,0
"1585",37,9,0
"1586",52,9,1
"1587",21,9,0
"1588",52,9,1
"1589",52,9,1
"1590",52,9,1
"1591",52,9,1
"1592",52,9,1
"1593",38,9,0
"1594",52,9,1
"1595",52,9,1
"1596",51,8,1
"1597",45,8,0
"1598",50,8,0
"1599",30,9,0
"1600",51,8,1
"1601",36,9,0
"1602",51,8,1
"1603",33,8,0
"1604",28,8,0
"1605",18,8,0
"1606",25,8,0
"1607",51,8,1
"1608",51,8,0
"1609",51,8,1
"1610",25,8,0
"1611",21,8,0
"1612",47,8,0
"1613",47,8,0
"1614",49,8,0
"1615",51,8,1
"1616",11,8,0
"1617",11,8,0
"1618",51,8,1
"1619",36,8,0
"1620",46,8,0
"1621",51,8,1
"1622",31,8,0
"1623",10,8,0
"1624",21,8,0
"1625",24,8,0
"1626",50,7,1
"1627",50,7,0
"1628",50,7,1
"1629",21,7,0
"1630",50,7,0
"1631",49,7,0
"1632",24,7,0
"1633",50,7,1
"1634",9,7,0
"1635",34,7,0
"1636",43,7,0
"1637",43,7,0
"1638",39,7,0
"1639",51,8,1
"1640",51,8,1
"1641",17,8,0
"1642",49,6,1
"1643",29,6,0
"1644",32,5,0
"1645",48,5,1
"1646",31,6,0
"1647",12,6,0
"1648",10,5,0
"1649",23,5,0
"1650",48,5,1
"1651",48,5,1
"1652",48,5,1
"1653",28,5,0
"1654",19,5,0
"1655",34,5,0
"1656",46,5,0
"1657",35,5,0
"1658",11,5,0
"1659",48,5,1
"1660",48,5,1
"1661",48,5,1
"1662",48,5,1
"1663",48,5,1
"1664",34,5,0
"1665",48,5,1
"1666",48,5,1
"1667",48,5,0
"1668",48,5,1
"1669",48,5,1
"1670",29,4,0
"1671",18,4,0
"1672",47,4,1
"1673",30,4,0
"1674",47,4,1
"1675",40,4,0
"1676",25,8,0
"1677",50,7,1
"1678",17,7,0
"1679",18,7,0
"1680",51,8,1
"1681",51,8,1
"1682",47,8,0
"1683",46,8,0
"1684",48,5,1
"1685",21,6,0
"1686",34,5,0
"1687",48,5,1
"1688",17,5,0
"1689",48,5,0
"1690",33,5,0
"1691",23,5,0
"1692",22,5,0
"1693",45,5,0
"1694",24,5,0
"1695",37,5,0
"1696",32,5,0
"1697",31,5,0
"1698",12,5,0
"1699",30,5,0
"1700",10,5,0
"1701",48,5,1
"1702",15,5,0
"1703",44,5,0
"1704",48,5,1
"1705",42,5,0
"1706",37,5,0
"1707",48,5,1
"1708",48,5,1
"1709",74,53,0
"1710",74,69,0
"1711",74,68,0
"1712",74,68,0
"1713",74,68,0
"1714",74,68,0
"1715",74,68,0
"1716",74,68,0
"1717",74,68,0
"1718",74,67,0
"1719",74,67,0
"1720",70,67,0
"1721",69,67,0
"1722",74,67,0
"1723",74,67,0
"1724",74,66,0
"1725",74,66,0
"1726",74,66,0
"1727",74,66,0
"1728",71,66,0
"1729",74,69,0
"1730",74,68,0
"1731",74,68,0
"1732",74,68,0
"1733",74,68,0
"1734",74,68,0
"1735",74,68,0
"1736",74,68,0
"1737",74,67,0
"1738",74,68,0
"1739",74,67,0
"1740",71,67,0
"1741",74,67,0
"1742",74,67,0
"1743",74,67,0
"1744",74,67,0
"1745",74,67,0
"1746",74,66,0
"1747",71,67,0
"1748",74,66,0
"1749",74,53,0
"1750",74,70,0
"1751",74,68,0
"1752",74,68,0
"1753",74,68,0
"1754",74,68,0
"1755",74,68,0
"1756",74,68,0
"1757",74,68,0
"1758",74,68,0
"1759",74,68,0
"1760",74,67,0
"1761",72,67,0
"1762",74,67,0
"1763",74,67,0
"1764",72,67,0
"1765",74,67,0
"1766",74,68,0
"1767",72,67,0
"1768",74,67,0
"1769",74,67,0
"1770",74,67,0
"1771",74,66,0
"1772",74,66,0
"1773",73,66,0
"1774",74,66,0
"1775",71,66,0
"1776",74,66,0
"1777",74,66,0
"1778",74,66,0
"1779",74,71,0
"1780",74,71,0
"1781",74,70,0
"1782",74,70,0
"1783",74,67,0
"1784",74,67,0
"1785",74,67,0
"1786",74,66,0
"1787",74,66,0
"1788",74,66,0
"1789",74,66,0
"1790",74,66,0
"1791",74,66,0
"1792",74,66,0
"1793",73,66,0
"1794",74,66,0
"1795",74,66,0
"1796",74,65,0
"1797",74,65,0
"1798",71,64,0
"1799",74,64,0
"1800",74,64,0
"1801",71,64,0
"1802",74,64,0
"1803",65,64,0
"1804",73,63,0
"1805",74,64,0
"1806",74,63,0
"1807",71,63,0
"1808",74,63,0
"1809",69,63,0
"1810",74,63,0
"1811",74,63,0
"1812",69,62,0
"1813",68,62,0
"1814",64,61,0
"1815",73,61,0
"1816",74,61,0
"1817",70,61,0
"1818",62,60,0
"1819",65,61,0
"1820",62,60,0
"1821",74,60,0
"1822",74,60,0
"1823",65,60,0
"1824",61,60,0
"1825",74,59,0
"1826",74,59,0
"1827",74,59,0
"1828",63,59,0
"1829",70,59,0
"1830",74,59,0
"1831",74,58,0
"1832",72,57,0
"1833",74,57,0
"1834",68,57,0
"1835",57,56,0
"1836",74,56,0
"1837",74,56,0
"1838",74,56,0
"1839",74,55,0
"1840",73,56,0
"1841",74,55,0
"1842",61,55,0
"1843",74,54,0
"1844",72,53,0
"1845",65,53,0
"1846",74,52,0
"1847",74,70,0
"1848",74,70,0
"1849",74,69,0
"1850",74,69,0
"1851",74,69,0
"1852",74,68,0
"1853",74,68,0
"1854",74,68,0
"1855",74,68,0
"1856",74,68,0
"1857",74,68,0
"1858",74,68,0
"1859",74,68,0
"1860",74,68,0
"1861",74,68,0
"1862",74,68,0
"1863",74,68,0
"1864",74,68,0
"1865",74,68,0
"1866",70,68,0
"1867",68,67,0
"1868",74,68,0
"1869",74,67,0
"1870",74,67,0
"1871",74,68,0
"1872",74,67,0
"1873",74,67,0
"1874",74,67,0
"1875",69,67,0
"1876",72,67,0
"1877",74,67,0
"1878",68,67,0
"1879",74,67,0
"1880",74,67,0
"1881",74,67,0
"1882",74,67,0
"1883",74,67,0
"1884",74,67,0
"1885",74,67,0
"1886",73,67,0
"1887",74,67,0
"1888",74,67,0
"1889",71,67,0
"1890",74,67,0
"1891",74,66,0
"1892",74,66,0
"1893",74,67,0
"1894",74,66,0
"1895",74,66,0
"1896",74,66,0
"1897",74,66,0
"1898",74,66,0
"1899",74,66,0
"1900",74,66,0
"1901",74,71,0
"1902",74,69,0
"1903",74,69,0
"1904",74,69,0
"1905",69,68,0
"1906",74,68,0
"1907",74,68,0
"1908",74,68,0
"1909",74,68,0
"1910",74,68,0
"1911",74,68,0
"1912",74,68,0
"1913",74,68,0
"1914",71,68,0
"1915",74,68,0
"1916",74,68,0
"1917",70,68,0
"1918",74,68,0
"1919",74,68,0
"1920",72,67,0
"1921",74,67,0
"1922",74,67,0
"1923",74,67,0
"1924",74,67,0
"1925",74,67,0
"1926",74,67,0
"1927",74,67,0
"1928",74,67,0
"1929",74,67,0
"1930",74,67,0
"1931",73,67,0
"1932",74,67,0
"1933",70,67,0
"1934",74,67,0
"1935",74,66,0
"1936",74,66,0
"1937",74,66,0
"1938",74,67,0
"1939",68,66,0
"1940",74,66,0
"1941",73,66,0
"1942",74,66,0
"1943",68,66,0
"1944",74,71,0
"1945",74,69,0
"1946",74,69,0
"1947",74,69,0
"1948",72,68,0
"1949",74,68,0
"1950",74,68,0
"1951",74,68,0
"1952",74,68,0
"1953",74,68,0
"1954",74,68,0
"1955",74,68,0
"1956",74,68,0
"1957",69,68,0
"1958",74,68,0
"1959",74,60,0
"1960",66,60,0
"1961",74,60,0
"1962",74,60,0
"1963",69,60,0
"1964",62,59,0
"1965",68,59,0
"1966",74,59,0
"1967",74,59,0
"1968",71,58,0
"1969",74,58,0
"1970",61,58,0
"1971",74,58,0
"1972",74,58,0
"1973",60,57,0
"1974",73,57,0
"1975",74,57,0
"1976",74,57,0
"1977",74,57,0
"1978",74,57,0
"1979",74,56,0
"1980",67,56,0
"1981",57,56,0
"1982",70,55,0
"1983",74,55,0
"1984",74,55,0
"1985",74,55,0
"1986",62,55,0
"1987",74,53,0
"1988",66,52,0
"1989",74,69,0
"1990",74,69,0
"1991",74,68,0
"1992",74,68,0
"1993",74,68,0
"1994",74,68,0
"1995",74,68,0
"1996",73,68,0
"1997",70,68,0
"1998",74,68,0
"1999",74,68,0
"2000",70,68,0
"2001",74,68,0
"2002",74,68,0
"2003",74,68,0
"2004",74,68,0
"2005",74,68,0
"2006",69,67,0
"2007",74,67,0
"2008",73,67,0
"2009",74,67,0
"2010",74,67,0
"2011",74,67,0
"2012",72,67,0
"2013",74,67,0
"2014",74,67,0
"2015",74,67,0
"2016",73,67,0
"2017",74,67,0
"2018",74,67,0
"2019",71,67,0
"2020",74,67,0
"2021",74,66,0
"2022",73,67,0
"2023",74,67,0
"2024",74,66,0
"2025",74,67,0
"2026",73,67,0
"2027",74,66,0
"2028",74,66,0
"2029",67,66,0
"2030",74,66,0
"2031",67,66,0
"2032",74,69,0
"2033",74,68,0
"2034",74,68,0
"2035",69,68,0
"2036",74,68,0
"2037",74,68,0
"2038",74,68,0
"2039",72,67,0
"2040",74,67,0
"2041",74,67,0
"2042",70,67,0
"2043",74,67,0
"2044",74,68,0
"2045",74,67,0
"2046",74,67,0
"2047",74,67,0
"2048",74,67,0
"2049",74,67,0
"2050",74,67,0
"2051",74,67,0
"2052",74,67,0
"2053",74,67,0
"2054",74,67,0
"2055",74,66,0
"2056",74,67,0
"2057",74,66,0
"2058",74,66,0
"2059",74,66,0
"2060",74,66,0
"2061",74,66,0
"2062",74,67,0
"2063",74,66,0
"2064",71,66,0
"2065",74,66,0
"2066",70,66,0
"2067",70,67,0
"2068",74,66,0
"2069",72,66,0
"2070",74,66,0
"2071",74,70,0
"2072",70,68,0
"2073",74,68,0
"2074",74,68,0
"2075",74,68,0
"2076",69,68,0
"2077",74,68,0
"2078",72,68,0
"2079",74,68,0
"2080",74,68,0
"2081",74,68,0
"2082",74,68,0
"2083",69,68,0
"2084",74,68,0
"2085",74,68,0
"2086",74,68,0
"2087",74,68,0
"2088",74,68,0
"2089",74,68,0
"2090",74,68,0
"2091",74,67,0
"2092",74,67,0
"2093",71,67,0
"2094",74,67,0
"2095",70,67,0
"2096",74,67,0
"2097",74,67,0
"2098",74,67,0
"2099",74,67,0
"2100",74,67,0
"2101",74,67,0
"2102",74,67,0
"2103",74,67,0
"2104",69,67,0
"2105",74,67,0
"2106",74,67,0
"2107",74,67,0
"2108",74,66,0
"2109",69,66,0
"2110",74,66,0
"2111",73,66,0
"2112",74,66,0
"2113",74,66,0
"2114",69,66,0
"2115",74,66,0
"2116",74,66,0
"2117",74,65,0
"2118",74,66,0
"2119",73,65,0
"2120",66,65,0
"2121",74,65,0
"2122",74,65,0
"2123",74,65,0
"2124",74,65,0
"2125",74,65,0
"2126",74,65,0
"2127",74,64,0
"2128",74,64,0
"2129",74,64,0
"2130",74,64,0
"2131",74,64,0
"2132",74,64,0
"2133",74,64,0
"2134",74,64,0
"2135",72,64,0
"2136",65,64,0
"2137",70,64,0
"2138",73,63,0
"2139",71,63,0
"2140",74,63,0
"2141",74,65,0
"2142",74,65,0
"2143",74,65,0
"2144",74,65,0
"2145",68,64,0
"2146",74,64,0
"2147",74,64,0
"2148",74,64,0
"2149",74,64,0
"2150",66,64,0
"2151",74,64,0
"2152",74,64,0
"2153",74,64,0
"2154",74,64,0
"2155",74,64,0
"2156",74,64,0
"2157",68,64,0
"2158",74,64,0
"2159",74,64,0
"2160",74,63,0
"2161",64,63,0
"2162",74,63,0
"2163",74,63,0
"2164",71,63,0
"2165",66,63,0
"2166",74,63,0
"2167",74,63,0
"2168",74,63,0
"2169",73,63,0
"2170",74,63,0
"2171",68,63,0
"2172",74,63,0
"2173",74,63,0
"2174",74,63,0
"2175",74,63,0
"2176",69,63,0
"2177",74,62,0
"2178",74,63,0
"2179",63,62,0
"2180",74,62,0
"2181",74,62,0
"2182",74,62,0
"2183",74,63,0
"2184",69,62,0
"2185",73,62,0
"2186",63,62,0
"2187",74,62,0
"2188",74,62,0
"2189",74,61,0
"2190",64,61,0
"2191",73,61,0
"2192",74,61,0
"2193",66,61,0
"2194",74,61,0
"2195",68,61,0
"2196",74,61,0
"2197",74,61,0
"2198",74,61,0
"2199",66,61,0
"2200",74,61,0
"2201",74,60,0
"2202",70,60,0
"2203",66,60,0
"2204",74,60,0
"2205",74,60,0
"2206",65,60,0
"2207",74,60,0
"2208",70,60,0
"2209",74,59,0
"2210",74,59,0
"2211",74,59,0
"2212",69,59,0
"2213",74,59,0
"2214",74,59,0
"2215",74,66,0
"2216",74,66,0
"2217",74,65,0
"2218",74,65,0
"2219",74,65,0
"2220",74,65,0
"2221",74,65,0
"2222",70,65,0
"2223",70,65,0
"2224",74,65,0
"2225",73,65,0
"2226",74,65,0
"2227",74,65,0
"2228",74,65,0
"2229",74,65,0
"2230",74,65,0
"2231",74,65,0
"2232",74,64,0
"2233",74,64,0
"2234",69,64,0
"2235",66,64,0
"2236",74,64,0
"2237",74,64,0
"2238",74,64,0
"2239",74,64,0
"2240",74,64,0
"2241",74,64,0
"2242",65,64,0
"2243",74,64,0
"2244",74,63,0
"2245",74,63,0
"2246",72,63,0
"2247",74,63,0
"2248",68,63,0
"2249",74,63,0
"2250",72,63,0
"2251",73,63,0
"2252",68,63,0
"2253",74,63,0
"2254",74,63,0
"2255",74,62,0
"2256",65,62,0
"2257",67,62,0
"2258",72,62,0
"2259",74,62,0
"2260",74,62,0
"2261",74,62,0
"2262",74,61,0
"2263",74,62,0
"2264",74,61,0
"2265",74,61,0
"2266",69,61,0
"2267",71,61,0
"2268",74,61,0
"2269",69,60,0
"2270",70,60,0
"2271",74,60,0
"2272",70,60,0
"2273",74,60,0
"2274",74,60,0
"2275",70,60,0
"2276",74,60,0
"2277",74,59,0
"2278",74,59,0
"2279",74,59,0
"2280",71,59,0
"2281",61,59,0
"2282",74,60,0
"2283",73,59,0
"2284",74,59,0
"2285",74,59,0
"2286",74,59,0
"2287",72,65,0
"2288",73,66,0
"2289",66,65,0
"2290",74,65,0
"2291",74,65,0
"2292",74,64,0
"2293",74,64,0
"2294",74,64,0
"2295",74,64,0
"2296",74,64,0
"2297",74,64,0
"2298",74,64,0
"2299",68,64,0
"2300",74,64,0
"2301",74,64,0
"2302",69,64,0
"2303",74,64,0
"2304",74,64,0
"2305",74,64,0
"2306",74,64,0
"2307",70,64,0
"2308",74,64,0
"2309",74,64,0
"2310",74,63,0
"2311",74,63,0
"2312",74,63,0
"2313",72,63,0
"2314",74,63,0
"2315",74,63,0
"2316",67,63,0
"2317",74,63,0
"2318",74,63,0
"2319",74,63,0
"2320",74,63,0
"2321",67,63,0
"2322",74,63,0
"2323",74,63,0
"2324",74,63,0
"2325",70,63,0
"2326",74,63,0
"2327",74,64,0
"2328",74,63,0
"2329",68,58,0
"2330",72,58,0
"2331",74,57,0
"2332",74,57,0
"2333",61,57,0
"2334",67,56,0
"2335",66,56,0
"2336",74,56,0
"2337",64,56,0
"2338",60,56,0
"2339",74,56,0
"2340",74,56,0
"2341",74,56,0
"2342",74,55,0
"2343",74,55,0
"2344",62,54,0
"2345",74,54,0
"2346",74,54,0
"2347",74,54,0
"2348",74,54,0
"2349",74,54,0
"2350",74,52,0
"2351",60,52,0
"2352",74,52,0
"2353",74,58,0
"2354",72,58,0
"2355",71,57,0
"2356",74,57,0
"2357",74,57,0
"2358",74,57,0
"2359",74,57,0
"2360",73,57,0
"2361",74,57,0
"2362",74,56,0
"2363",74,56,0
"2364",60,56,0
"2365",74,56,0
"2366",74,56,0
"2367",74,56,0
"2368",74,56,0
"2369",67,56,0
"2370",57,56,0
"2371",56,55,0
"2372",63,55,0
"2373",69,55,0
"2374",74,55,0
"2375",74,55,0
"2376",74,55,0
"2377",64,55,0
"2378",70,55,0
"2379",64,55,0
"2380",63,54,0
"2381",74,53,0
"2382",58,54,0
"2383",74,53,0
"2384",55,53,0
"2385",64,53,0
"2386",62,53,0
"2387",74,53,0
"2388",74,52,0
"2389",57,52,0
"2390",74,52,0
"2391",73,58,0
"2392",74,58,0
"2393",74,58,0
"2394",71,58,0
"2395",72,58,0
"2396",74,58,0
"2397",74,58,0
"2398",74,57,0
"2399",74,57,0
"2400",74,57,0
"2401",68,56,0
"2402",72,56,0
"2403",74,56,0
"2404",74,56,0
"2405",70,56,0
"2406",57,56,0
"2407",67,56,0
"2408",74,56,0
"2409",56,55,0
"2410",72,55,0
"2411",74,55,0
"2412",74,55,0
"2413",63,51,0
"2414",68,51,0
"2415",74,51,0
"2416",62,51,0
"2417",62,51,0
"2418",74,51,0
"2419",58,51,0
"2420",71,51,0
"2421",67,51,0
"2422",74,51,0
"2423",58,51,0
"2424",74,51,0
"2425",74,51,0
"2426",72,51,0
"2427",66,51,0
"2428",68,51,0
"2429",74,51,0
"2430",74,51,0
"2431",58,51,0
"2432",58,51,0
"2433",66,51,0
"2434",54,51,0
"2435",74,51,0
"2436",73,51,0
"2437",74,51,0
"2438",52,51,0
"2439",74,51,0
"2440",74,51,0
"2441",74,51,0
"2442",73,50,0
"2443",74,50,0
"2444",74,50,0
"2445",73,50,0
"2446",74,51,0
"2447",67,51,0
"2448",59,50,0
"2449",62,50,0
"2450",74,51,0
"2451",62,50,0
"2452",51,50,0
"2453",74,50,0
"2454",64,50,0
"2455",64,50,0
"2456",74,50,0
"2457",74,50,0
"2458",66,50,0
"2459",74,50,0
"2460",55,50,0
"2461",74,50,0
"2462",74,50,0
"2463",62,50,0
"2464",73,50,0
"2465",74,50,0
"2466",57,50,0
"2467",57,50,0
"2468",72,50,0
"2469",74,50,0
"2470",74,50,0
"2471",74,50,0
"2472",58,50,0
"2473",74,50,0
"2474",74,50,0
"2475",74,49,0
"2476",53,50,0
"2477",67,50,0
"2478",74,49,0
"2479",74,49,0
"2480",63,49,0
"2481",74,49,0
"2482",52,49,0
"2483",70,49,0
"2484",74,49,0
"2485",74,49,0
"2486",74,49,0
"2487",69,48,0
"2488",58,49,0
"2489",74,48,0
"2490",74,49,0
"2491",49,48,0
"2492",74,49,0
"2493",74,48,0
"2494",67,48,0
"2495",55,48,0
"2496",71,48,0
"2497",74,48,0
"2498",74,48,0
"2499",74,48,0
"2500",74,48,0
"2501",74,48,0
"2502",62,48,0
"2503",73,48,0
"2504",51,48,0
"2505",74,48,0
"2506",64,48,0
"2507",59,48,0
"2508",74,48,0
"2509",74,48,0
"2510",74,48,0
"2511",68,48,0
"2512",60,48,0
"2513",74,48,0
"2514",74,48,0
"2515",74,48,0
"2516",62,48,0
"2517",53,48,0
"2518",74,48,0
"2519",55,48,0
"2520",74,48,0
"2521",71,48,0
"2522",74,48,0
"2523",55,48,0
"2524",73,48,0
"2525",74,48,0
"2526",74,48,0
"2527",71,48,0
"2528",50,48,0
"2529",53,48,0
"2530",74,47,0
"2531",70,48,0
"2532",55,47,0
"2533",60,47,0
"2534",61,47,0
"2535",73,47,0
"2536",71,47,0
"2537",56,47,0
"2538",74,47,0
"2539",74,47,0
"2540",52,47,0
"2541",71,47,0
"2542",74,47,0
"2543",74,48,0
"2544",66,47,0
"2545",73,47,0
"2546",74,47,0
"2547",48,47,0
"2548",73,47,0
"2549",49,47,0
"2550",74,47,0
"2551",55,47,0
"2552",74,47,0
"2553",74,47,0
"2554",54,47,0
"2555",48,47,0
"2556",74,47,0
"2557",66,47,0
"2558",61,47,0
"2559",49,47,0
"2560",67,47,0
"2561",74,47,0
"2562",74,47,0
"2563",74,47,0
"2564",70,46,0
"2565",71,46,0
"2566",74,46,0
"2567",74,46,0
"2568",72,46,0
"2569",48,46,0
"2570",53,46,0
"2571",48,46,0
"2572",74,46,0
"2573",74,46,0
"2574",53,46,0
"2575",51,46,0
"2576",74,46,0
"2577",55,46,0
"2578",54,46,0
"2579",74,46,0
"2580",73,46,0
"2581",69,46,0
"2582",74,46,0
"2583",69,46,0
"2584",74,46,0
"2585",52,46,0
"2586",72,46,0
"2587",62,46,0
"2588",74,45,0
"2589",50,46,0
"2590",74,45,0
"2591",74,45,0
"2592",74,45,0
"2593",63,45,0
"2594",60,45,0
"2595",70,45,0
"2596",67,45,0
"2597",74,45,0
"2598",51,45,0
"2599",74,46,0
"2600",57,45,0
"2601",70,45,0
"2602",74,45,0
"2603",72,45,0
"2604",53,45,0
"2605",74,45,0
"2606",63,45,0
"2607",57,45,0
"2608",74,45,0
"2609",51,45,0
"2610",50,45,0
"2611",55,45,0
"2612",47,45,0
"2613",47,45,0
"2614",74,45,0
"2615",74,45,0
"2616",55,45,0
"2617",74,45,0
"2618",74,45,0
"2619",70,45,0
"2620",69,45,0
"2621",57,45,0
"2622",74,62,0
"2623",73,62,0
"2624",74,62,0
"2625",74,62,0
"2626",69,63,0
"2627",74,62,0
"2628",67,62,0
"2629",69,62,0
"2630",74,62,0
"2631",74,62,0
"2632",74,62,0
"2633",74,62,0
"2634",74,62,0
"2635",69,62,0
"2636",65,62,0
"2637",67,61,0
"2638",74,61,0
"2639",74,61,0
"2640",74,61,0
"2641",73,61,0
"2642",74,61,0
"2643",62,61,0
"2644",74,61,0
"2645",70,61,0
"2646",73,61,0
"2647",74,61,0
"2648",70,61,0
"2649",74,61,0
"2650",74,60,0
"2651",74,60,0
"2652",74,60,0
"2653",65,60,0
"2654",74,60,0
"2655",72,60,0
"2656",74,60,0
"2657",74,60,0
"2658",74,60,0
"2659",67,60,0
"2660",74,60,0
"2661",74,60,0
"2662",74,60,0
"2663",71,60,0
"2664",69,59,0
"2665",60,59,0
"2666",74,59,0
"2667",74,59,0
"2668",62,59,0
"2669",72,59,0
"2670",74,59,0
"2671",74,59,0
"2672",69,65,0
"2673",74,65,0
"2674",74,65,0
"2675",73,65,0
"2676",74,65,0
"2677",74,65,0
"2678",73,64,0
"2679",74,64,0
"2680",66,64,0
"2681",74,64,0
"2682",73,64,0
"2683",74,64,0
"2684",68,64,0
"2685",74,64,0
"2686",74,64,0
"2687",74,64,0
"2688",74,64,0
"2689",74,64,0
"2690",74,64,0
"2691",72,64,0
"2692",74,64,0
"2693",71,64,0
"2694",74,64,0
"2695",74,64,0
"2696",74,64,0
"2697",74,64,0
"2698",74,63,0
"2699",74,64,0
"2700",70,63,0
"2701",74,63,0
"2702",74,63,0
"2703",74,59,0
"2704",63,59,0
"2705",74,59,0
"2706",62,59,0
"2707",68,59,0
"2708",64,59,0
"2709",74,59,0
"2710",74,59,0
"2711",68,59,0
"2712",69,59,0
"2713",74,65,0
"2714",71,65,0
"2715",69,66,0
"2716",73,65,0
"2717",73,65,0
"2718",74,65,0
"2719",74,65,0
"2720",71,65,0
"2721",74,65,0
"2722",66,65,0
"2723",74,64,0
"2724",74,64,0
"2725",74,64,0
"2726",73,64,0
"2727",65,64,0
"2728",74,64,0
"2729",74,64,0
"2730",73,64,0
"2731",74,64,0
"2732",70,64,0
"2733",70,64,0
"2734",74,64,0
"2735",74,64,0
"2736",69,64,0
"2737",74,64,0
"2738",72,64,0
"2739",74,66,0
"2740",74,63,0
"2741",74,63,0
"2742",74,63,0
"2743",74,63,0
"2744",74,63,0
"2745",65,63,0
"2746",74,63,0
"2747",74,63,0
"2748",74,63,0
"2749",74,63,0
"2750",74,63,0
"2751",74,63,0
"2752",74,63,0
"2753",74,63,0
"2754",74,63,0
"2755",74,63,0
"2756",72,63,0
"2757",74,63,0
"2758",65,63,0
"2759",67,63,0
"2760",71,62,0
"2761",65,62,0
"2762",66,62,0
"2763",74,62,0
"2764",74,62,0
"2765",74,62,0
"2766",74,62,0
"2767",74,62,0
"2768",74,62,0
"2769",74,63,0
"2770",64,62,0
"2771",69,62,0
"2772",74,62,0
"2773",74,62,0
"2774",74,61,0
"2775",74,61,0
"2776",65,61,0
"2777",74,61,0
"2778",66,61,0
"2779",69,61,0
"2780",74,60,0
"2781",71,60,0
"2782",64,60,0
"2783",71,60,0
"2784",68,60,0
"2785",73,60,0
"2786",61,60,0
"2787",74,59,0
"2788",74,59,0
"2789",68,59,0
"2790",74,59,0
"2791",74,59,0
"2792",74,59,0
"2793",70,59,0
"2794",74,65,0
"2795",69,65,0
"2796",74,65,0
"2797",74,65,0
"2798",68,65,0
"2799",74,65,0
"2800",69,65,0
"2801",69,65,0
"2802",74,64,0
"2803",74,64,0
"2804",74,64,0
"2805",69,64,0
"2806",74,64,0
"2807",74,64,0
"2808",74,64,0
"2809",74,64,0
"2810",74,64,0
"2811",74,64,0
"2812",71,64,0
"2813",74,64,0
"2814",74,64,0
"2815",73,64,0
"2816",72,63,0
"2817",72,63,0
"2818",74,63,0
"2819",74,63,0
"2820",74,63,0
"2821",67,63,0
"2822",74,63,0
"2823",74,63,0
"2824",74,63,0
"2825",72,62,0
"2826",64,62,0
"2827",70,63,0
"2828",69,62,0
"2829",74,62,0
"2830",74,62,0
"2831",74,62,0
"2832",74,62,0
"2833",73,62,0
"2834",74,62,0
"2835",72,62,0
"2836",70,62,0
"2837",74,62,0
"2838",68,62,0
"2839",74,62,0
"2840",74,62,0
"2841",74,62,0
"2842",74,61,0
"2843",74,61,0
"2844",74,61,0
"2845",74,61,0
"2846",74,61,0
"2847",74,60,0
"2848",74,60,0
"2849",74,60,0
"2850",74,60,0
"2851",74,60,0
"2852",74,60,0
"2853",74,60,0
"2854",72,60,0
"2855",74,60,0
"2856",66,60,0
"2857",66,60,0
"2858",74,60,0
"2859",62,60,0
"2860",74,60,0
"2861",62,59,0
"2862",74,59,0
"2863",74,59,0
"2864",63,59,0
"2865",64,59,0
"2866",72,59,0
"2867",73,59,0
"2868",74,59,0
"2869",74,58,0
"2870",74,66,0
"2871",74,66,0
"2872",74,65,0
"2873",74,65,0
"2874",74,65,0
"2875",73,65,0
"2876",74,65,0
"2877",73,65,0
"2878",74,64,0
"2879",69,64,0
"2880",72,64,0
"2881",74,64,0
"2882",71,64,0
"2883",74,64,0
"2884",74,64,0
"2885",74,64,0
"2886",74,64,0
"2887",74,64,0
"2888",71,64,0
"2889",74,64,0
"2890",74,64,0
"2891",68,64,0
"2892",74,64,0
"2893",74,64,0
