"","Z","Y","C"
"258",39,31,0
"259",39,32,0
"260",39,31,0
"261",39,31,0
"262",39,31,0
"263",39,31,0
"264",39,31,0
"265",39,31,0
"266",38,31,0
"267",39,31,0
"268",39,31,0
"269",39,31,0
"270",35,31,0
"271",39,31,0
"272",39,31,0
"273",39,31,0
"274",39,31,0
"275",39,31,0
"276",39,31,0
"277",39,31,0
"278",37,30,0
"279",39,30,0
"280",39,30,0
"281",39,30,0
"282",38,30,0
"283",39,30,0
"284",39,30,0
"285",39,30,0
"286",39,30,0
"287",39,30,0
"288",37,30,0
"289",39,30,0
"290",39,30,0
"291",34,30,0
"292",39,30,0
"293",37,30,0
"294",39,37,0
"295",39,37,0
"296",39,37,0
"297",38,37,0
"298",39,37,0
"299",39,36,0
"300",39,36,0
"301",39,36,0
"302",38,36,0
"303",39,36,0
"304",39,36,0
"305",39,36,0
"306",39,36,0
"307",39,36,0
"308",39,36,0
"309",39,36,0
"310",38,36,0
"311",39,35,0
"312",39,35,0
"313",39,35,0
"314",39,35,0
"315",39,35,0
"316",38,35,0
"317",39,35,0
"318",39,35,0
"319",39,35,0
"320",39,35,0
"321",39,36,0
"322",39,35,0
"323",39,35,0
"324",39,35,0
"325",39,35,0
"326",39,35,0
"327",39,35,0
"328",39,35,0
"329",39,35,0
"330",39,34,0
"331",39,34,0
"332",39,34,0
"333",39,34,0
"334",39,34,0
"335",39,34,0
"336",38,34,0
"337",36,34,0
"338",39,34,0
"339",39,34,0
"340",39,34,0
"341",39,34,0
"342",38,34,0
"343",39,34,0
"344",39,34,0
"345",39,34,0
"346",39,34,0
"347",39,34,0
"348",39,34,0
"349",39,34,0
"350",39,34,0
"351",39,34,0
"352",39,34,0
"353",39,34,0
"354",29,25,0
"355",39,25,0
"356",34,25,0
"357",39,25,0
"358",39,25,0
"359",39,25,0
"360",33,25,0
"361",28,25,0
"362",39,25,0
"363",39,25,0
"364",26,25,0
"365",35,24,0
"366",36,24,0
"367",39,24,0
"368",38,24,0
"369",39,24,0
"370",39,24,0
"371",39,24,0
"372",38,24,0
"373",39,24,0
"374",34,24,0
"375",39,24,0
"376",39,24,0
"377",26,24,0
"378",33,24,0
"379",29,24,0
"380",31,24,0
"381",39,24,0
"382",39,24,0
"383",29,24,0
"384",31,24,0
"385",39,24,0
"386",28,24,0
"387",38,24,0
"388",39,24,0
"389",39,24,0
"390",39,24,0
"391",39,24,0
"392",39,24,0
"393",39,24,0
"394",32,24,0
"395",39,24,0
"396",39,24,0
"397",39,24,0
"398",39,24,0
"399",38,24,0
"400",39,30,0
"401",39,30,0
"402",39,30,0
"403",39,30,0
"404",39,30,0
"405",39,29,0
"406",39,29,0
"407",39,29,0
"408",39,29,0
"409",39,29,0
"410",39,29,0
"411",39,29,0
"412",39,29,0
"413",30,28,0
"414",32,28,0
"415",39,28,0
"416",38,28,0
"417",39,28,0
"418",39,28,0
"419",39,28,0
"420",39,28,0
"421",39,28,0
"422",39,28,0
"423",39,28,0
"424",39,27,0
"425",34,27,0
"426",39,27,0
"427",39,27,0
"428",39,27,0
"429",39,23,0
"430",31,23,0
"431",39,23,0
"432",39,23,0
"433",35,23,0
"434",39,23,0
"435",39,23,0
"436",32,23,0
"437",39,23,0
"438",39,23,0
"439",39,23,0
"440",31,23,0
"441",34,23,0
"442",39,23,0
"443",39,23,0
"444",35,23,0
"445",39,23,0
"446",31,23,0
"447",39,23,0
"448",39,23,0
"449",37,23,0
"450",27,22,0
"451",29,22,0
"452",39,22,0
"453",33,22,0
"454",38,22,0
"455",32,22,0
"456",33,22,0
"457",39,27,0
"458",39,27,0
"459",39,27,0
"460",39,27,0
"461",39,27,0
"462",39,27,0
"463",39,27,0
"464",34,27,0
"465",39,27,0
"466",39,27,0
"467",39,27,0
"468",39,26,0
"469",39,26,0
"470",39,27,0
"471",35,26,0
"472",39,27,0
"473",36,26,0
"474",39,26,0
"475",39,26,0
"476",29,26,0
"477",33,26,0
"478",39,26,0
"479",39,26,0
"480",34,26,0
"481",39,26,0
"482",39,26,0
"483",39,26,0
"484",39,26,0
"485",30,26,0
"486",39,26,0
"487",37,26,0
"488",39,26,0
"489",39,26,0
"490",34,26,0
"491",39,26,0
"492",39,26,0
"493",39,26,0
"494",39,26,0
"495",39,26,0
"496",31,25,0
"497",39,25,0
"498",39,27,0
"499",39,25,0
"500",39,25,0
"501",36,25,0
"502",39,25,0
"503",39,25,0
"504",39,25,0
"505",31,18,0
"506",31,18,0
"507",34,18,0
"508",39,18,0
"509",39,18,0
"510",39,18,0
"511",39,17,0
"512",28,17,0
"513",39,17,0
"514",39,17,0
"515",37,17,0
"516",19,17,0
"517",39,22,0
"518",39,22,0
"519",39,22,0
"520",39,22,0
"521",39,22,0
"522",39,22,0
"523",39,22,0
"524",39,22,0
"525",39,22,0
"526",39,22,0
"527",39,22,0
"528",30,22,0
"529",30,22,0
"530",39,22,0
"531",27,22,0
"532",37,22,0
"533",28,22,0
"534",39,22,0
"535",39,22,0
"536",36,21,0
"537",27,21,0
"538",39,21,0
"539",39,21,0
"540",39,21,0
"541",30,21,0
"542",39,21,0
"543",39,21,0
"544",26,21,0
"545",30,21,0
"546",25,21,0
"547",39,21,0
"548",39,21,0
"549",32,21,0
"550",39,22,0
"551",39,21,0
"552",39,21,0
"553",39,21,0
"554",39,21,0
"555",39,21,0
"556",39,21,0
"557",26,21,0
"558",36,21,0
"559",39,21,0
"560",39,13,0
"561",37,14,0
"562",28,13,0
"563",39,13,0
"564",27,13,0
"565",24,13,0
"566",39,13,0
"567",16,13,0
"568",39,13,0
"569",20,13,0
"570",28,13,0
"571",28,13,0
"572",39,13,0
"573",23,13,0
"574",38,13,0
"575",31,12,0
"576",18,12,0
"577",28,12,0
"578",30,12,0
"579",29,13,0
"580",27,12,0
"581",39,12,0
"582",19,12,0
"583",26,20,0
"584",39,20,0
"585",35,20,0
"586",24,20,0
"587",39,20,0
"588",39,20,0
"589",39,20,0
"590",23,20,0
"591",36,19,0
"592",23,20,0
"593",39,19,0
"594",31,19,0
"595",39,6,0
"596",19,6,0
"597",37,6,0
"598",9,6,0
"599",32,6,0
"600",39,6,0
"601",17,6,0
"602",39,6,0
"603",39,6,0
"604",10,6,0
"605",39,6,0
"606",11,6,0
"607",38,6,0
"608",39,6,0
"609",26,6,0
"610",16,6,0
"611",39,6,0
"612",30,6,0
"613",27,6,0
"614",18,6,0
"615",25,6,0
"616",13,6,0
"617",18,6,0
"618",30,6,0
"619",28,6,0
"620",18,6,0
"621",12,6,0
"622",26,6,0
"623",39,6,0
"624",15,6,0
"625",30,6,0
"626",39,6,0
"627",39,6,0
"628",26,6,0
"629",39,7,0
"630",39,7,0
"631",8,7,0
"632",39,7,0
"633",33,7,0
"634",11,7,0
"635",12,7,0
"636",11,7,0
"637",29,7,0
"638",28,7,0
"639",25,7,0
"640",39,7,0
"641",39,7,0
"642",11,7,0
"643",17,7,0
"644",39,7,0
"645",13,7,0
"646",39,7,0
"647",12,7,0
"648",14,7,0
"649",23,7,0
"650",39,7,0
"651",21,7,0
"652",39,7,0
"653",39,7,0
"654",21,7,0
"655",27,7,0
"656",21,7,0
"657",27,7,0
"658",39,7,0
"659",13,7,0
"660",30,7,0
"661",21,7,0
"662",39,7,0
"663",39,7,0
"664",10,7,0
"665",12,7,0
"666",39,7,0
"667",39,7,0
"668",35,7,0
"669",34,7,0
"670",16,7,0
"671",39,7,0
"672",39,7,0
"673",20,7,0
"674",19,7,0
"675",39,7,0
"676",14,7,0
"677",10,7,0
"678",39,7,0
"679",30,7,0
"680",39,7,0
"681",13,7,0
"682",39,7,0
"683",39,8,0
"684",27,8,0
"685",38,19,0
"686",39,20,0
"687",31,19,0
"688",37,19,0
"689",39,20,0
"690",39,19,0
"691",39,19,0
"692",21,19,0
"693",39,19,0
"694",33,19,0
"695",39,19,0
"696",39,19,0
"697",39,19,0
"698",39,19,0
"699",38,19,0
"700",39,19,0
"701",39,19,0
"702",39,19,0
"703",39,19,0
"704",39,19,0
"705",37,18,0
"706",39,19,0
"707",39,19,0
"708",39,18,0
"709",39,18,0
"710",39,18,0
"711",31,18,0
"712",24,18,0
"713",18,16,0
"714",39,16,0
"715",39,16,0
"716",39,16,0
"717",39,16,0
"718",33,16,0
"719",39,16,0
"720",39,16,0
"721",37,16,0
"722",35,16,0
"723",26,16,0
"724",37,16,0
"725",37,16,0
"726",39,16,0
"727",28,16,0
"728",30,16,0
"729",19,16,0
"730",39,16,0
"731",39,16,0
"732",39,16,0
"733",39,16,0
"734",39,16,0
"735",37,16,0
"736",29,16,0
"737",24,16,0
"738",39,16,0
"739",39,16,0
"740",34,16,0
"741",22,16,0
"742",38,15,0
"743",39,15,0
"744",39,15,0
"745",39,15,0
"746",17,15,0
"747",39,15,0
"748",21,15,0
"749",21,15,0
"750",34,15,0
"751",18,15,0
"752",39,15,0
"753",39,15,0
"754",34,15,0
"755",39,15,0
"756",39,15,0
"757",39,15,0
"758",21,15,0
"759",34,15,0
"760",39,15,0
"761",39,15,0
"762",39,15,0
"763",39,15,0
"764",21,15,0
"765",39,14,0
"766",24,14,0
"767",26,14,0
"768",16,14,0
"769",31,14,0
"770",39,14,0
"771",39,14,0
"772",32,14,0
"773",39,14,0
"774",25,14,0
"775",39,14,0
"776",18,14,0
"777",39,14,0
"778",37,14,0
"779",28,14,0
"780",21,14,0
"781",21,14,0
"782",37,14,0
"783",17,14,0
"784",39,14,0
"785",39,14,0
"786",39,14,0
"787",35,14,0
"788",15,14,0
"789",37,14,0
"790",39,13,0
"791",31,14,0
"792",22,13,0
"793",25,13,0
"794",26,13,0
"795",33,13,0
"796",27,13,0
"797",19,13,0
"798",16,13,0
"799",39,13,0
"800",23,12,0
"801",28,12,0
"802",18,12,0
"803",13,12,0
"804",31,12,0
"805",17,12,0
"806",39,12,0
"807",33,12,0
"808",28,12,0
"809",20,12,0
"810",39,12,0
"811",39,12,0
"812",39,12,0
"813",39,11,0
"814",20,11,0
"815",20,11,0
"816",39,11,0
"817",15,11,0
"818",39,11,0
"819",39,11,0
"820",39,11,0
"821",21,11,0
"822",39,11,0
"823",27,11,0
"824",17,11,0
"825",19,11,0
"826",39,11,0
"827",25,11,0
"828",16,11,0
"829",37,11,0
"830",39,11,0
"831",29,11,0
"832",39,11,0
"833",39,11,0
"834",22,11,0
"835",20,11,0
"836",14,11,0
"837",39,11,0
"838",39,11,0
"839",39,11,0
"840",16,11,0
"841",39,11,0
"842",31,11,0
"843",31,11,0
"844",39,10,0
"845",39,10,0
"846",39,10,0
"847",39,10,0
"848",12,10,0
"849",26,10,0
"850",33,10,0
"851",39,10,0
"852",38,10,0
"853",39,10,0
"854",39,10,0
"855",34,10,0
"856",34,10,0
"857",22,10,0
"858",19,10,0
"859",34,10,0
"860",23,10,0
"861",26,10,0
"862",22,10,0
"863",39,10,0
"864",39,10,0
"865",39,10,0
"866",14,10,0
"867",20,10,0
"868",14,10,0
"869",39,10,0
"870",39,10,0
"871",21,10,0
"872",39,10,0
"873",36,10,0
"874",39,10,0
"875",39,10,0
"876",11,9,0
"877",25,9,0
"878",39,9,0
"879",14,9,0
"880",39,10,0
"881",39,9,0
"882",31,9,0
"883",20,9,0
"884",39,9,0
"885",22,9,0
"886",39,9,0
"887",19,9,0
"888",36,9,0
"889",39,9,0
"890",23,9,0
"891",35,9,0
"892",11,9,0
"893",31,9,0
"894",39,9,0
"895",16,9,0
"896",39,9,0
"897",39,9,0
"898",39,9,0
"899",39,9,0
"900",18,9,0
"901",15,9,0
"902",37,9,0
"903",39,9,0
"904",17,9,0
"905",39,9,0
"906",39,9,0
"907",19,9,0
"908",39,8,0
"909",39,8,0
"910",31,8,0
"911",39,8,0
"912",39,8,0
"913",11,8,0
"914",23,8,0
"915",12,8,0
"916",25,8,0
"917",36,8,0
"918",15,8,0
"919",31,8,0
"920",39,8,0
"921",39,8,0
"922",37,8,0
"923",39,8,0
"924",37,8,0
"925",28,8,0
"926",9,8,0
"927",26,8,0
"928",11,8,0
"929",39,8,0
"930",37,8,0
"931",20,8,0
"932",39,8,0
"933",39,8,0
"934",31,8,0
"935",39,8,0
"936",39,8,0
"937",26,8,0
"938",38,8,0
"939",11,6,0
"940",39,6,0
"941",31,6,0
"942",39,6,0
"943",39,6,0
"944",30,5,0
"945",39,6,0
"946",39,5,0
"947",36,5,0
"948",8,5,0
"949",28,5,0
"950",7,5,0
"951",39,5,0
