"","Z","Y","C"
"879",26,15,0
"880",38,15,0
"881",38,15,0
"882",38,15,0
"883",38,15,0
"884",38,15,0
"885",32,15,0
"886",38,15,0
"887",24,15,0
"888",38,15,0
"889",38,15,0
"890",31,14,0
"891",38,14,0
"892",38,14,0
"893",28,14,0
"894",34,14,0
"895",38,14,0
"896",38,15,0
"897",38,14,0
"898",38,14,0
"899",22,14,0
"900",33,14,0
"901",38,14,0
"902",38,14,0
"903",38,14,0
"904",15,14,0
"905",19,14,0
"906",38,14,0
"907",16,14,0
"908",33,14,0
"909",38,14,0
"910",29,14,0
"911",20,14,0
"912",27,14,0
"913",35,14,0
"914",35,14,0
"915",38,14,0
"916",38,14,0
"917",24,14,0
"918",38,14,0
"919",38,14,0
"920",31,14,0
"921",38,13,0
"922",35,13,0
"923",38,13,0
"924",38,13,0
"925",30,13,0
"926",38,13,0
"927",38,13,0
"928",36,13,0
"929",30,13,0
"930",38,13,0
"931",23,13,0
"932",30,13,0
"933",28,13,0
"934",19,12,0
"935",32,12,0
"936",28,12,0
"937",36,12,0
"938",35,12,0
"939",38,12,0
"940",38,12,0
"941",15,11,0
"942",29,11,0
"943",38,12,0
"944",38,11,0
"945",37,11,0
"946",31,11,0
"947",38,11,0
"948",35,11,0
"949",28,11,0
"950",13,11,0
"951",38,11,0
"952",24,11,0
"953",30,11,0
"954",28,11,0
"955",38,12,0
"956",38,11,0
"957",24,11,0
"958",19,11,0
"959",36,11,0
"960",19,11,0
"961",38,11,0
"962",38,11,0
"963",17,11,0
"964",38,11,0
"965",19,11,0
"966",38,11,0
"967",12,11,0
"968",23,11,0
"969",29,11,0
"970",38,11,0
"971",38,11,0
"972",14,11,0
"973",25,11,0
"974",38,10,0
"975",29,11,0
"976",38,11,0
"977",38,10,0
"978",36,10,0
"979",31,12,0
"980",21,10,0
"981",35,10,0
"982",15,10,0
"983",20,10,0
"984",38,10,0
"985",15,10,0
"986",38,10,0
"987",30,10,0
"988",36,10,0
"989",38,10,0
"990",28,10,0
"991",22,10,0
"992",16,10,0
"993",22,10,0
"994",38,10,0
"995",38,10,0
"996",38,10,0
"997",25,10,0
"998",13,10,0
"999",18,10,0
"1000",38,10,0
"1001",38,10,0
"1002",16,10,0
"1003",13,10,0
"1004",22,10,0
"1005",31,10,0
"1006",38,9,0
"1007",13,9,0
"1008",24,10,0
"1009",38,9,0
"1010",38,9,0
"1011",37,9,0
"1012",38,9,0
"1013",38,9,0
"1014",19,9,0
"1015",11,9,0
"1016",27,9,0
"1017",38,9,0
"1018",34,9,0
"1019",20,9,0
"1020",38,9,0
"1021",24,9,0
"1022",26,9,0
"1023",38,9,0
"1024",12,9,0
"1025",36,9,0
"1026",38,9,0
"1027",33,9,0
"1028",29,9,0
"1029",13,9,0
"1030",38,9,0
"1031",38,9,0
"1032",27,9,0
"1033",38,9,0
"1034",17,9,0
"1035",16,9,0
"1036",38,9,0
"1037",15,9,0
"1038",19,9,0
"1039",38,9,0
"1040",38,9,0
"1041",29,8,0
"1042",23,8,0
"1043",25,8,0
"1044",37,8,0
"1045",18,8,0
"1046",38,8,0
"1047",24,8,0
"1048",38,8,0
"1049",25,8,0
"1050",32,8,0
"1051",38,9,0
"1052",16,8,0
"1053",38,8,0
"1054",38,8,0
"1055",29,8,0
"1056",11,9,0
"1057",20,8,0
"1058",20,8,0
"1059",27,8,0
"1060",31,8,0
"1061",22,8,0
"1062",25,8,0
"1063",10,8,0
"1064",38,8,0
"1065",31,8,0
"1066",25,8,0
"1067",18,8,0
"1068",37,8,0
"1069",37,8,0
"1070",38,8,0
"1071",30,8,0
"1072",38,8,0
"1073",22,8,0
"1074",36,8,0
"1075",9,8,0
"1076",36,8,0
"1077",18,8,0
"1078",36,8,0
"1079",11,8,0
"1080",17,7,0
"1081",30,7,0
"1082",19,7,0
"1083",14,7,0
"1084",25,8,0
"1085",36,8,0
"1086",38,8,0
"1087",18,8,0
"1088",38,8,0
"1089",36,8,0
"1090",38,8,0
"1091",17,8,0
"1092",17,5,0
"1093",28,5,0
"1094",10,5,0
"1095",11,5,0
"1096",34,5,0
"1097",28,5,0
"1098",13,5,0
"1099",38,5,0
"1100",38,5,0
"1101",38,5,0
"1102",38,5,0
"1103",12,5,0
"1104",38,5,0
"1105",27,5,0
"1106",29,5,0
"1107",8,5,0
"1108",14,5,0
"1109",32,5,0
"1110",38,5,0
"1111",23,5,0
"1112",38,5,0
"1113",38,5,0
"1114",6,5,0
"1115",38,5,0
"1116",10,5,0
"1117",38,5,0
"1118",24,5,0
"1119",38,5,0
"1120",38,5,0
"1121",17,5,0
"1122",38,5,0
"1123",26,5,0
"1124",22,4,0
"1125",10,4,0
"1126",34,5,0
"1127",35,4,0
"1128",16,4,0
