"","Zi","Yi","Ci","Di"
"121",39,6,0,1
"122",11,7,0,1
"123",8,7,0,1
"124",10,7,0,1
"125",39,7,0,1
"126",32,7,0,1
"127",39,7,0,1
"128",39,7,0,1
"129",23,7,0,1
"130",39,7,0,1
"131",21,7,0,1
"132",35,7,0,1
"133",29,7,0,1
"134",39,19,0,1
"135",31,19,0,1
"136",38,18,0,1
"137",39,18,0,1
"138",39,18,0,1
"139",39,16,0,1
"140",39,16,0,1
"141",39,16,0,1
"142",39,16,0,1
"143",39,15,0,1
"144",39,15,0,1
"145",39,15,0,1
"146",39,15,0,1
"147",39,15,0,1
"148",39,15,0,1
"149",25,15,0,1
"150",39,14,0,1
"151",16,14,0,1
"152",36,19,0,1
"153",39,18,0,1
"154",28,18,0,1
"155",39,18,0,1
"156",20,18,0,1
"157",35,17,0,1
"158",22,16,0,1
"159",34,16,0,1
"160",39,16,0,1
"161",30,15,0,1
"162",39,15,0,1
"163",39,15,0,1
"164",39,15,0,1
"165",19,15,0,1
"166",39,15,0,1
"167",38,14,0,1
"168",38,14,0,1
"169",22,14,0,1
"170",39,14,0,1
"171",25,13,0,1
"172",38,12,0,1
"173",39,11,0,1
"174",25,11,0,1
"175",32,11,0,1
"176",16,11,0,1
"177",37,11,0,1
"178",39,11,0,1
"179",39,14,0,1
"180",39,14,0,1
"181",29,13,0,1
"182",16,13,0,1
"183",15,13,0,1
"184",33,13,0,1
"185",39,12,0,1
"186",39,12,0,1
"187",35,12,0,1
"188",39,12,0,1
"189",28,12,0,1
"190",39,12,0,1
"191",21,11,0,1
"192",19,11,0,1
"193",21,11,0,1
"194",35,10,0,1
"195",39,10,0,1
"196",39,10,0,1
"197",15,10,0,1
"198",39,10,0,1
"199",17,10,0,1
"200",23,10,0,1
"201",37,10,0,1
"202",39,10,0,1
"203",39,10,0,1
"204",31,9,0,1
"205",34,9,0,1
"206",35,9,0,1
"207",10,9,0,1
"208",22,9,0,1
"209",39,9,0,1
"210",10,9,0,1
"211",34,9,0,1
"212",23,11,0,1
"213",24,10,0,1
"214",39,10,0,1
"215",11,10,0,1
"216",11,10,0,1
"217",13,9,0,1
"218",39,9,0,1
"219",39,8,0,1
"220",37,8,0,1
"221",39,8,0,1
"222",11,8,0,1
"223",34,8,0,1
"224",15,6,0,1
"225",39,6,0,1
"226",15,6,0,1
"227",21,5,0,1
"228",20,5,0,1
"229",37,5,0,1
"230",39,4,1,1
"231",25,8,0,1
"232",39,6,0,1
"233",34,6,0,1
"234",19,6,0,1
"235",10,5,0,1
"236",18,5,0,1
"237",39,33,0,1
"238",39,34,0,1
"239",39,33,0,1
"240",39,33,0,1
"241",39,33,0,1
"242",39,33,0,1
"243",39,33,0,1
"244",36,33,0,1
"245",39,33,0,1
"246",39,33,0,1
"247",39,33,0,1
"248",38,33,0,1
"249",39,33,0,1
"250",35,33,0,1
"251",39,33,0,1
"252",35,33,0,1
"253",39,33,0,1
"254",39,33,0,1
"255",39,32,0,1
"256",38,32,0,1
"257",39,32,0,1
"258",39,32,0,1
"259",39,32,0,1
"260",37,32,0,1
"261",39,32,0,1
"262",39,32,0,1
"263",39,32,0,1
"264",39,32,0,1
"265",39,32,0,1
"266",39,32,0,1
"267",39,32,0,1
"268",39,32,0,1
"269",39,32,0,1
"270",39,32,0,1
"271",39,32,0,1
"272",39,32,0,1
"273",39,32,0,1
"274",39,32,0,1
"275",39,32,0,1
"276",39,32,0,1
"277",39,32,0,1
"278",39,32,0,1
"279",33,32,0,1
"280",39,32,0,1
"281",39,32,0,1
"282",39,32,0,1
"283",39,32,0,1
"284",39,32,0,1
"285",39,32,0,1
"286",39,32,0,1
"287",39,32,0,1
"288",39,32,0,1
"289",32,31,0,1
"290",39,31,0,1
"291",39,31,0,1
"292",36,31,0,1
"293",36,31,0,1
"294",39,31,0,1
"295",39,31,0,1
"296",39,31,0,1
"297",39,31,0,1
"298",39,31,0,1
"299",39,31,0,1
"300",34,31,0,1
"301",36,31,0,1
"302",38,33,0,1
"303",39,31,0,1
"304",39,31,0,1
"305",39,31,0,1
"306",39,31,0,1
"307",36,31,0,1
"308",39,31,0,1
"309",39,31,0,1
"310",39,31,0,1
"311",39,31,0,1
"312",39,31,0,1
"313",39,32,0,1
"314",39,31,0,1
"315",39,31,0,1
"316",39,31,0,1
"317",39,31,0,1
"318",39,31,0,1
"319",39,31,0,1
"320",38,31,0,1
"321",39,31,0,1
"322",39,31,0,1
"323",39,31,0,1
"324",35,31,0,1
"325",39,31,0,1
"326",39,31,0,1
"327",39,31,0,1
"328",39,31,0,1
"329",39,31,0,1
"330",39,31,0,1
"331",39,31,0,1
"332",37,30,0,1
"333",39,30,0,1
"334",39,30,0,1
"335",39,30,0,1
"336",38,30,0,1
"337",39,30,0,1
"338",39,30,0,1
"339",39,30,0,1
"340",36,30,0,1
"341",39,30,0,1
"342",39,30,0,1
"343",37,30,0,1
"344",39,30,0,1
"345",39,30,0,1
"346",34,30,0,1
"347",39,30,0,1
"348",37,30,0,1
"349",39,37,0,1
"350",39,37,0,1
"351",39,37,0,1
"352",38,37,0,1
"353",39,37,0,1
"354",39,36,0,1
"355",39,36,0,1
"356",39,36,0,1
"357",39,36,0,1
"358",38,36,0,1
"359",39,37,0,1
"360",39,36,0,1
"361",39,36,0,1
"362",39,36,0,1
"363",39,36,0,1
"364",39,36,0,1
"365",39,36,0,1
"366",39,36,0,1
"367",38,36,0,1
"368",39,35,0,1
"369",39,35,0,1
"370",39,35,0,1
"371",39,35,0,1
"372",39,35,0,1
"373",38,35,0,1
"374",39,35,0,1
"375",39,35,0,1
"376",39,35,0,1
"377",39,35,0,1
"378",39,36,0,1
"379",39,35,0,1
"380",39,35,0,1
"381",39,35,0,1
"382",39,35,0,1
"383",39,35,0,1
"384",39,35,0,1
"385",39,35,0,1
"386",39,35,0,1
"387",39,35,0,1
"388",39,34,0,1
"389",39,34,0,1
"390",39,34,0,1
"391",39,34,0,1
"392",39,34,0,1
"393",39,34,0,1
"394",38,34,0,1
"395",36,34,0,1
"396",39,34,0,1
"397",39,34,0,1
"398",39,34,0,1
"399",39,34,0,1
"400",38,34,0,1
"401",39,34,0,1
"402",39,34,0,1
"403",39,34,0,1
"404",39,34,0,1
"405",39,34,0,1
"406",39,34,0,1
"407",39,34,0,1
"408",39,34,0,1
"409",39,34,0,1
"410",39,34,0,1
"411",39,34,0,1
"412",39,25,0,1
"413",29,25,0,1
"414",39,25,0,1
"415",34,25,0,1
"416",39,25,0,1
"417",39,25,0,1
"418",39,25,0,1
"419",33,25,0,1
"420",28,25,0,1
"421",39,25,0,1
"422",39,25,0,1
"423",26,25,0,1
"424",35,24,0,1
"425",36,24,0,1
"426",39,24,0,1
"427",38,24,0,1
"428",39,24,0,1
"429",39,24,0,1
"430",39,24,0,1
"431",38,24,0,1
"432",39,24,0,1
"433",34,24,0,1
"434",39,24,0,1
"435",39,24,0,1
"436",26,24,0,1
"437",33,24,0,1
"438",29,24,0,1
"439",31,24,0,1
"440",39,24,0,1
"441",39,24,0,1
"442",29,24,0,1
"443",31,24,0,1
"444",39,24,0,1
"445",28,24,0,1
"446",38,24,0,1
"447",39,24,0,1
"448",39,24,0,1
"449",39,24,0,1
"450",39,24,0,1
"451",39,24,0,1
"452",39,24,0,1
"453",32,24,0,1
"454",39,24,0,1
"455",39,24,0,1
"456",39,24,0,1
"457",39,24,0,1
"458",39,24,0,1
"459",38,24,0,1
"460",39,30,0,1
"461",39,30,0,1
"462",39,30,0,1
"463",39,30,0,1
"464",39,30,0,1
"465",39,29,0,1
"466",39,29,0,1
"467",39,29,0,1
"468",39,29,0,1
"469",39,29,0,1
"470",39,29,0,1
"471",39,29,0,1
"472",39,29,0,1
"473",39,29,0,1
"474",39,29,0,1
"475",30,28,0,1
"476",39,29,0,1
"477",32,28,0,1
"478",39,28,0,1
"479",38,28,0,1
"480",39,28,0,1
"481",39,28,0,1
"482",39,28,0,1
"483",39,28,0,1
"484",39,28,0,1
"485",34,28,0,1
"486",39,28,0,1
"487",39,28,0,1
"488",39,27,0,1
"489",34,27,0,1
"490",39,27,0,1
"491",39,27,0,1
"492",39,27,0,1
"493",34,27,0,1
"494",39,23,0,1
"495",39,23,0,1
"496",31,23,0,1
"497",39,23,0,1
"498",39,23,0,1
"499",35,23,0,1
"500",39,23,0,1
"501",39,23,0,1
"502",32,23,0,1
"503",39,23,0,1
"504",39,23,0,1
"505",39,23,0,1
"506",31,23,0,1
"507",34,23,0,1
"508",39,23,0,1
"509",39,23,0,1
"510",35,23,0,1
"511",39,23,0,1
"512",39,23,0,1
"513",31,23,0,1
"514",39,23,0,1
"515",39,23,0,1
"516",37,23,0,1
"517",35,23,0,1
"518",27,22,0,1
"519",29,22,0,1
"520",39,22,0,1
"521",39,22,0,1
"522",33,22,0,1
"523",38,22,0,1
"524",32,22,0,1
"525",33,22,0,1
"526",39,27,0,1
"527",39,27,0,1
"528",39,27,0,1
"529",39,27,0,1
"530",39,27,0,1
"531",39,27,0,1
"532",39,27,0,1
"533",39,27,0,1
"534",34,27,0,1
"535",39,27,0,1
"536",39,27,0,1
"537",39,27,0,1
"538",39,26,0,1
"539",39,26,0,1
"540",39,26,0,1
"541",39,27,0,1
"542",35,26,0,1
"543",39,27,0,1
"544",36,26,0,1
"545",39,26,0,1
"546",39,26,0,1
"547",29,26,0,1
"548",33,26,0,1
"549",39,26,0,1
"550",39,26,0,1
"551",34,26,0,1
"552",39,26,0,1
"553",39,26,0,1
"554",39,26,0,1
"555",39,26,0,1
"556",30,26,0,1
"557",39,26,0,1
"558",39,26,0,1
"559",37,26,0,1
"560",39,26,0,1
"561",39,26,0,1
"562",34,26,0,1
"563",39,26,0,1
"564",39,26,0,1
"565",39,26,0,1
"566",39,26,0,1
"567",39,26,0,1
"568",31,25,0,1
"569",39,25,0,1
"570",39,25,0,1
"571",39,27,0,1
"572",39,25,0,1
"573",39,25,0,1
"574",36,25,0,1
"575",39,25,0,1
"576",39,25,0,1
"577",39,25,0,1
"578",38,18,0,1
"579",31,18,0,1
"580",31,18,0,1
"581",34,18,0,1
"582",39,18,0,1
"583",39,18,0,1
"584",39,18,0,1
"585",39,18,0,1
"586",39,17,0,1
"587",19,17,0,1
"588",37,17,0,1
"589",28,17,0,1
"590",39,17,0,1
"591",39,17,0,1
"592",28,17,0,1
"593",39,17,0,1
"594",39,17,0,1
"595",39,17,0,1
"596",37,17,0,1
"597",19,17,0,1
"598",39,17,0,1
"599",39,17,0,1
"600",19,17,0,1
"601",39,17,0,1
"602",39,22,0,1
"603",39,22,0,1
"604",39,22,0,1
"605",39,22,0,1
"606",39,22,0,1
"607",39,22,0,1
"608",39,22,0,1
"609",39,22,0,1
"610",39,22,0,1
"611",39,22,0,1
"612",39,22,0,1
"613",30,22,0,1
"614",30,22,0,1
"615",39,22,0,1
"616",27,22,0,1
"617",37,22,0,1
"618",28,22,0,1
"619",28,21,0,1
"620",39,22,0,1
"621",39,22,0,1
"622",36,21,0,1
"623",27,21,0,1
"624",39,21,0,1
"625",39,21,0,1
"626",39,21,0,1
"627",30,21,0,1
"628",39,21,0,1
"629",39,21,0,1
"630",28,21,0,1
"631",26,21,0,1
"632",30,21,0,1
"633",25,21,0,1
"634",39,21,0,1
"635",33,21,0,1
"636",39,21,0,1
"637",32,21,0,1
"638",39,22,0,1
"639",39,21,0,1
"640",39,21,0,1
"641",39,21,0,1
"642",39,21,0,1
"643",36,21,0,1
"644",39,21,0,1
"645",39,21,0,1
"646",26,21,0,1
"647",36,21,0,1
"648",39,21,0,1
"649",39,13,0,1
"650",37,14,0,1
"651",28,13,0,1
"652",39,13,0,1
"653",24,13,0,1
"654",27,13,0,1
"655",24,13,0,1
"656",17,13,0,1
"657",31,13,0,1
"658",39,13,0,1
"659",32,13,0,1
"660",16,13,0,1
"661",39,13,0,1
"662",20,13,0,1
"663",36,13,0,1
"664",28,13,0,1
"665",28,13,0,1
"666",39,13,0,1
"667",23,13,0,1
"668",38,13,0,1
"669",31,12,0,1
"670",18,12,0,1
"671",28,12,0,1
"672",30,12,0,1
"673",29,13,0,1
"674",31,12,0,1
"675",27,12,0,1
"676",28,12,0,1
"677",37,12,0,1
"678",39,12,0,1
"679",21,12,0,1
"680",34,12,0,1
"681",19,12,0,1
"682",26,20,0,1
"683",39,20,0,1
"684",35,20,0,1
"685",24,20,0,1
"686",39,20,0,1
"687",39,20,0,1
"688",39,20,0,1
"689",23,20,0,1
"690",36,19,0,1
"691",23,20,0,1
"692",39,19,0,1
"693",39,19,0,1
"694",31,19,0,1
"695",25,19,0,1
"696",39,6,0,1
"697",28,6,0,1
"698",19,6,0,1
"699",36,6,0,1
"700",15,6,0,1
"701",37,6,0,1
"702",9,6,0,1
"703",32,6,0,1
"704",39,6,0,1
"705",17,6,0,1
"706",39,6,0,1
"707",39,6,0,1
"708",10,6,0,1
"709",38,6,0,1
"710",39,6,0,1
"711",39,6,0,1
"712",11,6,0,1
"713",22,6,0,1
"714",38,6,0,1
"715",39,6,0,1
"716",26,6,0,1
"717",32,6,0,1
"718",16,6,0,1
"719",39,6,0,1
"720",30,6,0,1
"721",39,6,0,1
"722",27,6,0,1
"723",18,6,0,1
"724",25,6,0,1
"725",39,6,0,1
"726",39,6,0,1
"727",13,6,0,1
"728",18,6,0,1
"729",30,6,0,1
"730",28,6,0,1
"731",18,6,0,1
"732",12,6,0,1
"733",39,6,0,1
"734",11,6,0,1
"735",26,6,0,1
"736",39,6,0,1
"737",27,6,0,1
"738",15,6,0,1
"739",30,6,0,1
"740",39,6,0,1
"741",39,6,0,1
"742",32,6,0,1
"743",39,6,0,1
"744",26,6,0,1
"745",25,6,0,1
"746",39,7,0,1
"747",13,6,0,1
"748",39,7,0,1
"749",8,7,0,1
"750",39,7,0,1
"751",32,8,0,1
"752",9,7,0,1
"753",33,7,0,1
"754",39,7,0,1
"755",11,7,0,1
"756",12,7,0,1
"757",11,7,0,1
"758",29,7,0,1
"759",39,7,0,1
"760",31,7,0,1
"761",28,7,0,1
"762",39,7,0,1
"763",25,7,0,1
"764",39,7,0,1
"765",39,7,0,1
"766",25,7,0,1
"767",39,7,0,1
"768",11,7,0,1
"769",17,7,0,1
"770",39,7,0,1
"771",13,7,0,1
"772",39,7,0,1
"773",14,7,0,1
"774",12,7,0,1
"775",14,7,0,1
"776",23,7,0,1
"777",39,7,0,1
"778",39,7,0,1
"779",21,7,0,1
"780",39,7,0,1
"781",39,7,0,1
"782",29,7,0,1
"783",21,7,0,1
"784",27,7,0,1
"785",21,7,0,1
"786",27,7,0,1
"787",39,7,0,1
"788",13,7,0,1
"789",30,7,0,1
"790",21,7,0,1
"791",39,7,0,1
"792",39,7,0,1
"793",10,7,0,1
"794",39,7,0,1
"795",8,7,0,1
"796",11,7,0,1
"797",16,7,0,1
"798",12,7,0,1
"799",39,7,0,1
"800",39,7,0,1
"801",39,7,0,1
"802",35,7,0,1
"803",11,7,0,1
"804",34,7,0,1
"805",39,7,0,1
"806",16,7,0,1
"807",39,7,0,1
"808",14,7,0,1
"809",25,7,0,1
"810",39,7,0,1
"811",20,7,0,1
"812",39,7,0,1
"813",19,7,0,1
"814",34,7,0,1
"815",8,7,0,1
"816",39,7,0,1
"817",14,7,0,1
"818",10,7,0,1
"819",13,7,0,1
"820",39,7,0,1
"821",30,7,0,1
"822",39,7,0,1
"823",36,7,0,1
"824",13,7,0,1
"825",39,7,0,1
"826",39,7,0,1
"827",16,8,0,1
"828",39,8,0,1
"829",27,8,0,1
"830",38,19,0,1
"831",39,20,0,1
"832",31,19,0,1
"833",37,19,0,1
"834",39,20,0,1
"835",39,19,0,1
"836",39,19,0,1
"837",21,19,0,1
"838",39,19,0,1
"839",39,19,0,1
"840",33,19,0,1
"841",39,19,0,1
"842",28,19,0,1
"843",39,19,0,1
"844",20,19,0,1
"845",39,19,0,1
"846",39,19,0,1
"847",39,19,0,1
"848",38,19,0,1
"849",39,19,0,1
"850",39,19,0,1
"851",39,19,0,1
"852",39,19,0,1
"853",39,19,0,1
"854",39,19,0,1
"855",37,18,0,1
"856",39,19,0,1
"857",39,19,0,1
"858",39,18,0,1
"859",39,18,0,1
"860",39,18,0,1
"861",31,18,0,1
"862",22,18,0,1
"863",24,18,0,1
"864",34,17,0,1
"865",39,17,0,1
"866",26,16,0,1
"867",39,16,0,1
"868",33,16,0,1
"869",18,16,0,1
"870",39,16,0,1
"871",39,16,0,1
"872",34,16,0,1
"873",39,16,0,1
"874",39,16,0,1
"875",33,16,0,1
"876",39,16,0,1
"877",39,16,0,1
"878",37,16,0,1
"879",35,16,0,1
"880",26,16,0,1
"881",37,16,0,1
"882",37,16,0,1
"883",39,16,0,1
"884",28,16,0,1
"885",30,16,0,1
"886",19,16,0,1
"887",39,16,0,1
"888",39,16,0,1
"889",39,16,0,1
"890",39,16,0,1
"891",39,16,0,1
"892",39,16,0,1
"893",37,16,0,1
"894",29,16,0,1
"895",39,16,0,1
"896",24,16,0,1
"897",39,16,0,1
"898",39,16,0,1
"899",34,16,0,1
"900",22,16,0,1
"901",38,15,0,1
"902",39,15,0,1
"903",39,15,0,1
"904",27,15,0,1
"905",39,15,0,1
"906",39,15,0,1
"907",17,15,0,1
"908",39,15,0,1
"909",21,15,0,1
"910",39,15,0,1
"911",21,15,0,1
"912",34,15,0,1
"913",18,15,0,1
"914",39,15,0,1
"915",39,15,0,1
"916",39,15,0,1
"917",34,15,0,1
"918",25,15,0,1
"919",31,15,0,1
"920",39,15,0,1
"921",39,15,0,1
"922",39,15,0,1
"923",21,15,0,1
"924",34,15,0,1
"925",37,15,0,1
"926",39,15,0,1
"927",39,15,0,1
"928",39,15,0,1
"929",39,15,0,1
"930",39,15,0,1
"931",39,15,0,1
"932",21,15,0,1
"933",39,14,0,1
"934",24,14,0,1
"935",26,14,0,1
"936",16,14,0,1
"937",31,14,0,1
"938",39,14,0,1
"939",39,14,0,1
"940",39,14,0,1
"941",39,14,0,1
"942",32,14,0,1
"943",30,14,0,1
"944",39,14,0,1
"945",25,14,0,1
"946",39,14,0,1
"947",18,14,0,1
"948",31,14,0,1
"949",30,14,0,1
"950",19,14,0,1
"951",28,14,0,1
"952",19,14,0,1
"953",39,14,0,1
"954",39,14,0,1
"955",39,14,0,1
"956",37,14,0,1
"957",37,14,0,1
"958",19,14,0,1
"959",28,14,0,1
"960",21,14,0,1
"961",27,14,0,1
"962",21,14,0,1
"963",38,14,0,1
"964",37,14,0,1
"965",17,14,0,1
"966",39,14,0,1
"967",22,14,0,1
"968",32,14,0,1
"969",17,14,0,1
"970",38,14,0,1
"971",39,14,0,1
"972",39,14,0,1
"973",35,14,0,1
"974",15,14,0,1
"975",37,14,0,1
"976",39,14,0,1
"977",31,14,0,1
"978",39,13,0,1
"979",31,14,0,1
"980",39,13,0,1
"981",39,13,0,1
"982",22,13,0,1
"983",25,13,0,1
"984",26,13,0,1
"985",33,13,0,1
"986",27,13,0,1
"987",38,13,0,1
"988",19,13,0,1
"989",16,13,0,1
"990",39,13,0,1
"991",39,13,0,1
"992",38,13,0,1
"993",39,12,0,1
"994",22,12,0,1
"995",23,12,0,1
"996",28,12,0,1
"997",18,12,0,1
"998",13,12,0,1
"999",31,12,0,1
"1000",17,12,0,1
"1001",39,12,0,1
"1002",39,12,0,1
"1003",28,12,0,1
"1004",33,12,0,1
"1005",28,12,0,1
"1006",20,12,0,1
"1007",21,12,0,1
"1008",39,12,0,1
"1009",34,12,0,1
"1010",39,12,0,1
"1011",39,12,0,1
"1012",39,12,0,1
"1013",14,11,0,1
"1014",16,11,0,1
"1015",39,11,0,1
"1016",38,11,0,1
"1017",20,11,0,1
"1018",20,11,0,1
"1019",29,11,0,1
"1020",39,11,0,1
"1021",36,11,0,1
"1022",15,11,0,1
"1023",39,11,0,1
"1024",39,11,0,1
"1025",39,11,0,1
"1026",16,11,0,1
"1027",16,11,0,1
"1028",21,11,0,1
"1029",39,11,0,1
"1030",27,11,0,1
"1031",32,11,0,1
"1032",17,11,0,1
"1033",19,11,0,1
"1034",39,11,0,1
"1035",34,11,0,1
"1036",25,11,0,1
"1037",16,11,0,1
"1038",37,11,0,1
"1039",39,11,0,1
"1040",39,11,0,1
"1041",29,11,0,1
"1042",39,11,0,1
"1043",39,11,0,1
"1044",39,11,0,1
"1045",22,11,0,1
"1046",20,11,0,1
"1047",14,11,0,1
"1048",39,11,0,1
"1049",39,11,0,1
"1050",39,11,0,1
"1051",16,11,0,1
"1052",39,11,0,1
"1053",31,11,0,1
"1054",31,11,0,1
"1055",16,10,0,1
"1056",39,10,0,1
"1057",39,10,0,1
"1058",39,10,0,1
"1059",15,10,0,1
"1060",39,10,0,1
"1061",36,10,0,1
"1062",12,10,0,1
"1063",26,10,0,1
"1064",33,10,0,1
"1065",23,10,0,1
"1066",39,10,0,1
"1067",38,10,0,1
"1068",39,10,0,1
"1069",39,10,0,1
"1070",39,10,0,1
"1071",34,10,0,1
"1072",34,10,0,1
"1073",34,10,0,1
"1074",13,10,0,1
"1075",29,10,0,1
"1076",38,10,0,1
"1077",22,10,0,1
"1078",34,10,0,1
"1079",19,10,0,1
"1080",34,10,0,1
"1081",31,10,0,1
"1082",39,10,0,1
"1083",23,10,0,1
"1084",26,10,0,1
"1085",34,10,0,1
"1086",22,10,0,1
"1087",39,10,0,1
"1088",39,10,0,1
"1089",39,10,0,1
"1090",39,10,0,1
"1091",14,10,0,1
"1092",20,10,0,1
"1093",14,10,0,1
"1094",39,10,0,1
"1095",39,10,0,1
"1096",21,10,0,1
"1097",26,10,0,1
"1098",39,10,0,1
"1099",36,10,0,1
"1100",39,10,0,1
"1101",11,10,0,1
"1102",39,10,0,1
"1103",11,9,0,1
"1104",39,9,0,1
"1105",25,9,0,1
"1106",39,9,0,1
"1107",14,9,0,1
"1108",17,9,0,1
"1109",27,10,0,1
"1110",14,10,0,1
"1111",39,10,0,1
"1112",33,9,0,1
"1113",39,9,0,1
"1114",39,9,0,1
"1115",31,9,0,1
"1116",10,9,0,1
"1117",31,9,0,1
"1118",20,9,0,1
"1119",19,9,0,1
"1120",13,9,0,1
"1121",39,9,0,1
"1122",31,9,0,1
"1123",22,9,0,1
"1124",22,9,0,1
"1125",39,9,0,1
"1126",19,9,0,1
"1127",36,9,0,1
"1128",39,9,0,1
"1129",39,9,0,1
"1130",23,9,0,1
"1131",33,9,0,1
"1132",35,9,0,1
"1133",11,9,0,1
"1134",39,9,0,1
"1135",31,9,0,1
"1136",39,9,0,1
"1137",16,9,0,1
"1138",39,9,0,1
"1139",39,9,0,1
"1140",39,9,0,1
"1141",39,9,0,1
"1142",18,9,0,1
"1143",15,9,0,1
"1144",37,9,0,1
"1145",39,9,0,1
"1146",17,9,0,1
"1147",39,9,0,1
"1148",39,9,0,1
"1149",19,9,0,1
"1150",39,8,0,1
"1151",39,8,0,1
"1152",21,8,0,1
"1153",31,8,0,1
"1154",39,8,0,1
"1155",39,8,0,1
"1156",36,8,0,1
"1157",39,8,0,1
"1158",36,8,0,1
"1159",27,8,0,1
"1160",11,8,0,1
"1161",39,8,0,1
"1162",23,8,0,1
"1163",12,8,0,1
"1164",25,8,0,1
"1165",36,8,0,1
"1166",15,8,0,1
"1167",31,8,0,1
"1168",39,8,0,1
"1169",39,8,0,1
"1170",37,8,0,1
"1171",39,8,0,1
"1172",36,8,0,1
"1173",37,8,0,1
"1174",27,8,0,1
"1175",28,8,0,1
"1176",36,8,0,1
"1177",9,8,0,1
"1178",26,8,0,1
"1179",18,8,0,1
"1180",11,8,0,1
"1181",39,8,0,1
"1182",38,8,0,1
"1183",37,8,0,1
"1184",36,8,0,1
"1185",20,8,0,1
"1186",39,8,0,1
"1187",16,8,0,1
"1188",31,8,0,1
"1189",39,8,0,1
"1190",31,8,0,1
"1191",32,8,0,1
"1192",39,8,0,1
"1193",29,8,0,1
"1194",39,8,0,1
"1195",21,8,0,1
"1196",10,8,0,1
"1197",39,8,0,1
"1198",26,8,0,1
"1199",38,8,0,1
"1200",39,7,0,1
"1201",11,6,0,1
"1202",39,6,0,1
"1203",7,6,0,1
"1204",31,6,0,1
"1205",39,6,0,1
"1206",39,6,0,1
"1207",39,6,0,1
"1208",30,5,0,1
"1209",39,6,0,1
"1210",39,5,0,1
"1211",27,5,0,1
"1212",39,5,0,1
"1213",36,5,0,1
"1214",6,5,0,1
"1215",8,5,0,1
"1216",28,5,0,1
"1217",35,5,0,1
"1218",21,5,0,1
"1219",10,5,0,1
"1220",36,5,0,1
"1221",6,5,0,1
"1222",10,5,0,1
"1223",7,5,0,1
"1224",39,5,0,1
"1225",9,5,0,1
"1226",24,5,0,1
"1227",39,5,0,1
"1228",13,5,0,1
