"","Zi","Yi","Ci","Di"
"246",33,6,0,1
"247",49,6,1,0
"248",33,6,0,1
"249",49,6,1,0
"250",27,6,0,1
"251",49,6,1,0
"252",7,6,0,1
"253",49,6,1,0
"254",29,6,0,1
"255",38,6,0,1
"256",48,6,0,1
"257",49,6,1,0
"258",8,7,0,1
"259",38,7,0,1
"260",26,7,0,1
"261",50,7,1,0
"262",50,7,1,0
"263",34,7,0,1
"264",50,7,1,0
"265",50,7,1,0
"266",38,7,0,1
"267",31,7,0,1
"268",26,7,0,1
"269",50,7,1,0
"270",50,7,1,0
"271",50,7,1,0
"272",43,7,0,1
"273",41,7,0,1
"274",50,7,1,0
"275",50,7,1,0
"276",50,7,0,1
"277",34,7,0,1
"278",50,7,1,0
"279",50,7,1,0
"280",24,7,0,1
"281",36,7,0,1
"282",28,7,0,1
"283",17,8,0,1
"284",20,8,0,1
"285",51,8,1,0
"286",51,8,1,0
"287",58,19,0,1
"288",52,19,0,1
"289",62,19,1,0
"290",20,19,0,1
"291",25,19,0,1
"292",62,19,1,0
"293",55,18,0,1
"294",46,18,0,1
"295",34,18,0,1
"296",43,19,0,1
"297",61,18,1,0
"298",61,18,1,0
"299",36,18,0,1
"300",52,18,0,1
"301",28,17,0,1
"302",40,17,0,1
"303",59,16,1,0
"304",52,16,0,1
"305",59,16,1,0
"306",54,16,0,1
"307",45,16,0,1
"308",59,16,1,0
"309",19,16,0,1
"310",44,16,0,1
"311",25,16,0,1
"312",21,16,0,1
"313",59,16,0,1
"314",39,15,0,1
"315",17,15,0,1
"316",41,15,0,1
"317",58,15,1,0
"318",22,15,0,1
"319",58,15,1,0
"320",58,15,1,0
"321",17,15,0,1
"322",43,15,0,1
"323",58,15,1,0
"324",58,15,0,1
"325",54,15,0,1
"326",38,15,0,1
"327",49,14,0,1
"328",57,14,1,0
"329",32,14,0,1
"330",57,14,1,0
"331",16,14,0,1
"332",20,14,0,1
"333",47,14,0,1
"334",57,14,1,0
"335",57,14,1,0
"336",19,14,0,1
"337",41,14,0,1
"338",23,14,0,1
"339",34,14,0,1
"340",41,14,0,1
"341",57,14,1,0
"342",50,14,0,1
"343",52,14,0,1
"344",57,14,1,0
"345",57,14,0,1
"346",33,14,0,1
"347",31,14,0,1
"348",37,13,0,1
"349",56,13,1,0
"350",36,13,0,1
"351",56,13,1,0
"352",56,13,1,0
"353",52,13,0,1
"354",47,13,0,1
"355",55,12,0,1
"356",33,12,0,1
"357",45,12,0,1
"358",37,12,0,1
"359",55,12,1,0
"360",55,12,1,0
"361",37,12,0,1
"362",55,12,1,0
"363",55,12,1,0
"364",55,12,1,0
"365",30,12,0,1
"366",45,12,0,1
"367",47,11,0,1
"368",54,11,1,0
"369",14,11,0,1
"370",50,11,0,1
"371",54,11,1,0
"372",47,11,0,1
"373",38,11,0,1
"374",18,11,0,1
"375",46,11,0,1
"376",35,11,0,1
"377",21,11,0,1
"378",54,11,1,0
"379",54,11,1,0
"380",47,11,0,1
"381",50,11,0,1
"382",54,11,1,0
"383",54,11,1,0
"384",28,10,0,1
"385",41,10,0,1
"386",53,10,1,0
"387",45,10,0,1
"388",53,10,1,0
"389",51,10,0,1
"390",51,10,0,1
"391",53,10,1,0
"392",14,10,0,1
"393",42,10,0,1
"394",53,10,1,0
"395",25,10,0,1
"396",19,10,0,1
"397",40,10,0,1
"398",36,10,0,1
"399",52,9,1,0
"400",52,9,1,0
"401",52,9,1,0
"402",46,9,0,1
"403",28,9,0,1
"404",52,9,1,0
"405",38,9,0,1
"406",26,9,0,1
"407",52,9,1,0
"408",52,9,1,0
"409",52,9,1,0
"410",34,9,0,1
"411",52,9,1,0
"412",10,9,0,1
"413",46,9,0,1
"414",37,8,0,1
"415",46,8,0,1
"416",51,8,0,1
"417",47,8,0,1
"418",40,8,0,1
"419",38,8,0,1
"420",23,8,0,1
"421",32,8,0,1
"422",33,8,0,1
"423",22,8,0,1
"424",51,8,1,0
"425",51,8,1,0
"426",51,8,1,0
"427",29,8,0,1
"428",51,8,1,0
"429",10,8,0,1
"430",23,8,0,1
"431",49,6,1,0
"432",8,6,0,1
"433",49,6,1,0
"434",48,5,1,0
"435",19,5,0,1
"436",26,5,0,1
"437",30,5,0,1
"438",11,5,0,1
"439",48,5,1,0
"440",34,5,0,1
