"","Zi","Yi","Ci","Di"
"1",74,69,0,1
"2",74,69,0,1
"3",74,68,0,1
"4",74,68,0,1
"5",74,68,0,1
"6",74,68,0,1
"7",74,68,0,1
"8",74,68,0,1
"9",74,68,0,1
"10",74,68,0,1
"11",74,68,0,1
"12",74,68,0,1
"13",74,68,0,1
"14",74,68,0,1
"15",74,67,0,1
"16",73,68,0,1
"17",74,67,0,1
"18",74,67,0,1
"19",74,67,0,1
"20",74,67,0,1
"21",74,67,0,1
"22",74,67,0,1
"23",74,67,0,1
"24",73,67,0,1
"25",74,67,0,1
"26",72,67,0,1
"27",74,67,0,1
"28",74,67,0,1
"29",74,67,0,1
"30",74,67,0,1
"31",74,66,0,1
"32",74,66,0,1
"33",74,66,0,1
"34",74,66,0,1
"35",74,66,0,1
"36",74,66,0,1
"37",70,66,0,1
"38",74,66,0,1
"39",74,66,0,1
"40",74,68,0,1
"41",74,67,0,1
"42",72,67,0,1
"43",74,67,0,1
"44",74,67,0,1
"45",74,67,0,1
"46",74,67,0,1
"47",74,67,0,1
"48",74,67,0,1
"49",74,68,0,1
"50",69,67,0,1
"51",74,67,0,1
"52",74,67,0,1
"53",68,67,0,1
"54",74,67,0,1
"55",74,67,0,1
"56",74,67,0,1
"57",74,67,0,1
"58",74,67,0,1
"59",74,67,0,1
"60",74,67,0,1
"61",71,67,0,1
"62",74,67,0,1
"63",74,67,0,1
"64",74,66,0,1
"65",74,67,0,1
"66",73,66,0,1
"67",68,66,0,1
"68",74,70,0,1
"69",74,70,0,1
"70",74,70,0,1
"71",74,70,0,1
"72",74,70,0,1
"73",74,70,0,1
"74",74,70,0,1
"75",74,69,0,1
"76",74,69,0,1
"77",74,69,0,1
"78",74,69,0,1
"79",74,68,0,1
"80",70,68,0,1
"81",74,68,0,1
"82",74,68,0,1
"83",69,68,0,1
"84",74,68,0,1
"85",74,68,0,1
"86",69,68,0,1
"87",74,68,0,1
"88",74,68,0,1
"89",73,68,0,1
"90",72,68,0,1
"91",74,68,0,1
"92",74,68,0,1
"93",74,67,0,1
"94",72,67,0,1
"95",74,67,0,1
"96",74,67,0,1
"97",74,67,0,1
"98",74,67,0,1
"99",70,67,0,1
"100",74,67,0,1
"101",71,67,0,1
"102",74,67,0,1
"103",73,67,0,1
"104",74,65,0,1
"105",74,64,0,1
"106",74,64,0,1
"107",74,64,0,1
"108",74,64,0,1
"109",74,64,0,1
"110",68,64,0,1
"111",74,64,0,1
"112",74,64,0,1
"113",74,64,0,1
"114",74,64,0,1
"115",74,64,0,1
"116",70,63,0,1
"117",70,63,0,1
"118",73,63,0,1
"119",67,63,0,1
"120",74,63,0,1
"121",74,63,0,1
"122",74,63,0,1
"123",73,62,0,1
"124",74,62,0,1
"125",74,63,0,1
"126",74,63,0,1
"127",74,62,0,1
"128",74,67,0,1
"129",74,66,0,1
"130",70,66,0,1
"131",74,66,0,1
"132",74,67,0,1
"133",69,66,0,1
"134",74,66,0,1
"135",74,66,0,1
"136",74,66,0,1
"137",74,66,0,1
"138",74,66,0,1
"139",74,66,0,1
"140",66,65,0,1
"141",74,66,0,1
"142",74,65,0,1
"143",66,65,0,1
"144",74,65,0,1
"145",74,63,0,1
"146",74,63,0,1
"147",74,63,0,1
"148",70,63,0,1
"149",74,63,0,1
"150",74,64,0,1
"151",74,63,0,1
"152",73,63,0,1
"153",74,63,0,1
"154",74,63,0,1
"155",68,63,0,1
"156",69,63,0,1
"157",74,63,0,1
"158",73,63,0,1
"159",74,63,0,1
"160",74,63,0,1
"161",74,63,0,1
"162",74,62,0,1
"163",74,62,0,1
"164",74,63,0,1
"165",74,62,0,1
"166",74,62,0,1
"167",72,62,0,1
"168",74,62,0,1
"169",68,62,0,1
"170",72,62,0,1
"171",74,62,0,1
"172",74,62,0,1
"173",74,62,0,1
"174",65,62,0,1
"175",74,62,0,1
"176",74,62,0,1
"177",74,62,0,1
"178",70,62,0,1
"179",74,62,0,1
"180",66,61,0,1
"181",74,62,0,1
"182",74,62,0,1
"183",63,62,0,1
"184",68,61,0,1
"185",66,63,0,1
"186",74,63,0,1
"187",74,63,0,1
"188",71,63,0,1
"189",74,56,0,1
"190",74,56,0,1
"191",59,56,0,1
"192",57,56,0,1
"193",71,55,0,1
"194",69,56,0,1
"195",74,55,0,1
"196",74,55,0,1
"197",74,55,0,1
"198",74,55,0,1
"199",64,55,0,1
"200",74,55,0,1
"201",63,55,0,1
"202",74,55,0,1
"203",74,55,0,1
"204",59,55,0,1
"205",74,55,0,1
"206",74,55,0,1
"207",70,55,0,1
"208",70,55,0,1
"209",60,55,0,1
"210",74,55,0,1
"211",74,55,0,1
"212",74,55,0,1
"213",74,55,0,1
"214",74,54,0,1
"215",74,54,0,1
"216",56,54,0,1
"217",74,54,0,1
"218",74,52,0,1
"219",72,52,0,1
"220",67,52,0,1
"221",73,52,0,1
"222",68,52,0,1
"223",74,52,0,1
"224",74,49,0,1
"225",74,50,0,1
"226",57,49,0,1
"227",50,49,0,1
"228",74,49,0,1
"229",74,49,0,1
"230",72,49,0,1
"231",74,49,0,1
"232",74,49,0,1
"233",74,49,0,1
"234",74,49,0,1
"235",51,49,0,1
"236",74,49,0,1
"237",72,49,0,1
"238",70,49,0,1
"239",59,49,0,1
"240",50,49,0,1
"241",68,49,0,1
"242",52,49,0,1
"243",74,49,0,1
"244",60,49,0,1
"245",72,49,0,1
"246",63,49,0,1
"247",54,49,0,1
"248",74,49,0,1
"249",52,49,0,1
"250",74,49,0,1
"251",67,49,0,1
"252",74,49,0,1
"253",58,49,0,1
"254",74,49,0,1
"255",71,49,0,1
"256",65,49,0,1
"257",63,49,0,1
"258",74,49,0,1
"259",71,47,0,1
"260",73,47,0,1
"261",74,47,0,1
"262",51,47,0,1
"263",56,47,0,1
"264",61,46,0,1
"265",57,47,0,1
"266",74,63,0,1
"267",74,63,0,1
"268",74,63,0,1
"269",72,63,0,1
"270",69,63,0,1
"271",74,63,0,1
"272",73,63,0,1
"273",74,63,0,1
"274",64,63,0,1
"275",74,63,0,1
"276",74,63,0,1
"277",70,63,0,1
"278",71,63,0,1
"279",70,63,0,1
"280",64,63,0,1
"281",66,63,0,1
"282",74,63,0,1
"283",74,63,0,1
"284",69,63,0,1
"285",72,63,0,1
"286",74,63,0,1
"287",74,63,0,1
"288",73,63,0,1
"289",74,63,0,1
"290",74,63,0,1
"291",66,63,0,1
"292",66,62,0,1
"293",74,62,0,1
"294",74,62,0,1
"295",74,62,0,1
"296",74,62,0,1
"297",72,62,0,1
"298",74,62,0,1
"299",74,62,0,1
"300",63,62,0,1
"301",74,62,0,1
"302",74,62,0,1
"303",66,62,0,1
"304",74,62,0,1
"305",74,62,0,1
"306",73,62,0,1
"307",71,62,0,1
"308",72,62,0,1
"309",73,62,0,1
"310",71,62,0,1
"311",74,62,0,1
"312",74,61,0,1
"313",74,64,0,1
"314",74,64,0,1
"315",74,63,0,1
"316",74,63,0,1
"317",74,63,0,1
"318",74,63,0,1
"319",72,63,0,1
"320",69,63,0,1
"321",74,63,0,1
"322",74,63,0,1
"323",67,63,0,1
"324",70,63,0,1
"325",74,63,0,1
"326",71,63,0,1
"327",74,63,0,1
"328",74,63,0,1
"329",73,63,0,1
"330",68,63,0,1
"331",74,63,0,1
"332",74,63,0,1
"333",72,63,0,1
"334",74,63,0,1
"335",71,63,0,1
"336",74,63,0,1
"337",74,63,0,1
"338",74,63,0,1
"339",74,63,0,1
"340",69,63,0,1
"341",66,63,0,1
"342",74,63,0,1
"343",74,63,0,1
"344",74,62,0,1
"345",74,62,0,1
"346",74,62,0,1
"347",74,62,0,1
"348",71,62,0,1
"349",73,63,0,1
"350",74,62,0,1
"351",74,62,0,1
"352",70,62,0,1
"353",74,62,0,1
"354",74,62,0,1
"355",74,62,0,1
"356",71,62,0,1
"357",65,62,0,1
"358",74,62,0,1
"359",74,62,0,1
"360",74,62,0,1
"361",74,62,0,1
"362",73,57,0,1
"363",74,57,0,1
"364",60,57,0,1
"365",74,57,0,1
"366",74,57,0,1
"367",74,57,0,1
"368",74,57,0,1
"369",74,56,0,1
"370",74,56,0,1
"371",67,56,0,1
"372",74,56,0,1
"373",74,62,0,1
"374",69,62,0,1
"375",69,62,0,1
"376",68,62,0,1
"377",70,62,0,1
"378",74,62,0,1
"379",74,62,0,1
"380",74,61,0,1
"381",74,61,0,1
"382",74,62,0,1
"383",69,61,0,1
"384",74,61,0,1
"385",74,61,0,1
"386",71,61,0,1
"387",74,61,0,1
"388",74,61,0,1
"389",74,61,0,1
"390",74,61,0,1
"391",73,61,0,1
"392",68,61,0,1
"393",62,61,0,1
"394",74,61,0,1
"395",74,61,0,1
"396",63,60,0,1
"397",74,60,0,1
"398",63,61,0,1
"399",74,60,0,1
"400",74,60,0,1
"401",73,60,0,1
"402",74,60,0,1
"403",64,60,0,1
"404",74,60,0,1
"405",74,60,0,1
"406",62,60,0,1
"407",74,60,0,1
"408",74,60,0,1
"409",74,60,0,1
"410",71,60,0,1
"411",73,60,0,1
"412",74,60,0,1
"413",74,60,0,1
"414",74,60,0,1
"415",74,59,0,1
"416",74,59,0,1
"417",73,60,0,1
"418",74,59,0,1
"419",69,59,0,1
"420",74,59,0,1
"421",74,59,0,1
"422",74,59,0,1
