"","e","n","p0","emp_mean","emp_sd","thm_sd","cov_prob"
"",NA,NA,NA,NA,NA,NA,NA
"mat_row",38,50,0.05,0.0506079344770348,0.00983799808316677,0.00969470617137202,0.943
"mat_row",38,100,0.05,0.0503707611198293,0.006817115354756,0.00685519247538823,0.951
"mat_row",38,250,0.05,0.0499748131207913,0.00426709925707826,0.00433560440421491,0.953
"mat_row",38,500,0.05,0.049998255390385,0.00314520025972003,0.00306573527476263,0.94
