"","e","n","p0","emp_mean","emp_sd","thm_sd","cov_prob"
"",NA,NA,NA,NA,NA,NA,NA
"mat_row","none","50","0.05","0.0499459254256996","0.0106243989506641","0.0103168077696629","0.929"
"mat_row","none","100","0.05","0.0500964292752154","0.00741789964331165","0.0072950847341267","0.952"
"mat_row","none","250","0.05","0.0500604106566525","0.00448892019279378","0.00461381669675285","0.958"
"mat_row","none","500","0.05","0.0500051881250221","0.0033441479825944","0.00326246107342566","0.95"
