"","e","n","p0","emp_mean","emp_sd","thm_sd","cov_prob"
"",NA,NA,NA,NA,NA,NA,NA
"mat_row",32,50,0.05,0.0509462956729649,0.0104697555303603,0.0105067715130403,0.943
"mat_row",32,100,0.05,0.0503094540262401,0.00716269328274427,0.00742940938524843,0.953
"mat_row",32,250,0.05,0.0502557469784587,0.00455870777044068,0.00469877106544328,0.961
"mat_row",32,500,0.05,0.050135021471551,0.0033608977405666,0.00332253288361808,0.943
