"","e","n","p0","emp_mean","emp_sd","thm_sd","cov_prob"
"",NA,NA,NA,NA,NA,NA,NA
"mat_row","none","50","0.05","0.050266973734669","0.00976729532703666","0.00950770076677644","0.947"
"mat_row","none","100","0.05","0.0506558003539217","0.0065893381352928","0.00672295968568016","0.951"
"mat_row","none","250","0.05","0.0500597516944614","0.00421833148774687","0.0042519730448478","0.95"
"mat_row","none","500","0.05","0.0500663385913293","0.00290497343032624","0.00300659897343429","0.954"
